nom_loc,cve_col,nom_col,viviendas_totales,poblacion_total,pctj_mujeres,pctj_hombres,pctj_menores18,pctj_adultos18_59,pctj_60ymas,escolaridad_años_prom,nivel_escolaridad_prom,nom_col_norm
Hermosillo,2603000011853,RESIDENCIAL VALLE DEL LAGO,447,1441,51.2%,48.8%,27.8%,63.6%,8.5%,14.4,Preparatoria,RESIDENCIAL VALLE DEL LAGO
Hermosillo,2603000011854,RINCON DEL RAQUET RESIDENCIAL,89,238,50.4%,49.6%,14.3%,52.1%,33.6%,14.9,Preparatoria,RINCON DEL RAQUET RESIDENCIAL
Hermosillo,2603000011855,LOMAS DE REFORMA,74,261,50.2%,49.8%,31.8%,60.5%,7.7%,10.2,Secundaria,LOMAS DE REFORMA
Hermosillo,2603000011856,PARQUE INDUSTRIAL DINATECH,116,329,50.8%,49.2%,31.6%,63.5%,4.9%,9.7,Secundaria,PARQUE INDUSTRIAL DINATECH
Hermosillo,2603000011858,LOMAS DEL BARROCAN RESIDENCIAL,26,68,57.6%,42.4%,19.1%,61.8%,19.1%,14.3,Preparatoria,LOMAS DEL BARROCAN RESIDENCIAL
Hermosillo,2603000011860,FLORESTA SECCION VILLA ALMENDRAS,199,618,47.9%,52.1%,34.8%,62.8%,2.4%,10.3,Secundaria,FLORESTA SECCION VILLA ALMENDRAS
Hermosillo,2603000011867,ALVARO OBREGON,2180,6313,50.1%,49.9%,21.1%,62%,16.9%,11.6,Secundaria,ALVARO OBREGON
Hermosillo,2603000011868,MISSION,547,1606,51.5%,48.5%,20.2%,58.2%,21.6%,11.8,Secundaria,MISSION
Hermosillo,2603000011869,INSURGENTES,2538,8621,49.5%,50.5%,29.2%,60.2%,10.7%,10.0,Secundaria,INSURGENTES
Hermosillo,2603000011872,REAL DE QUIROGA,254,728,52.4%,47.6%,29.4%,59.6%,11%,15.1,Licenciatura,REAL DE QUIROGA
Hermosillo,2603000011874,PALMA DORADA,483,1503,52.2%,47.8%,40.5%,58.5%,1%,10.3,Secundaria,PALMA DORADA
Hermosillo,2603000011880,REAL DEL MONTEJO,101,303,52.2%,47.8%,27.1%,58.1%,14.9%,14.9,Preparatoria,REAL DEL MONTEJO
Hermosillo,2603000011883,ESPLENDOR,707,2244,50.2%,49.8%,36.6%,60.8%,2.5%,14.7,Preparatoria,ESPLENDOR
Hermosillo,2603000011884,VALLE DE LOS ALMENDROS,175,593,49.4%,50.6%,41%,56.5%,2.5%,9.9,Secundaria,VALLE DE LOS ALMENDROS
Hermosillo,2603000011898,BENEI,212,597,49.9%,50.1%,34.2%,63.8%,2%,14.2,Preparatoria,BENEI
Hermosillo,2603000011899,SANTA MARTHA,294,812,54.1%,45.9%,34.4%,64%,1.6%,15.2,Licenciatura,SANTA MARTHA
Hermosillo,2603000011900,LA CHOLLA,2207,6343,49.4%,50.6%,38.2%,57.5%,4.3%,8.9,Primaria,LA CHOLLA
Hermosillo,2603000011904,RIO DE LA PLATA RESIDENCIAL,328,898,50.9%,49.1%,36.9%,61.8%,1.3%,13.7,Preparatoria,RIO DE LA PLATA RESIDENCIAL
Hermosillo,2603000011905,VILLAS DEL REAL,3916,12055,50.9%,49.1%,32.3%,63.2%,4.5%,10.9,Secundaria,VILLAS DEL REAL
Hermosillo,2603000011907,VILLAS DEL MEDITERRANEO,1049,2960,52.8%,47.2%,29.6%,62%,8.3%,14.7,Preparatoria,VILLAS DEL MEDITERRANEO
Hermosillo,2603000011914,QUINTA REAL,131,411,52.6%,47.4%,41.1%,54.3%,4.6%,9.9,Secundaria,QUINTA REAL
Hermosillo,2603000011915,HACIENDA DEL SOL,178,539,50.5%,49.5%,26.9%,66%,7.1%,11.2,Secundaria,HACIENDA DEL SOL
Hermosillo,2603000011916,VISTA BELLA,73,256,48%,52%,22.7%,65.6%,11.7%,10.5,Secundaria,VISTA BELLA
Hermosillo,2603000011917,LORENZO RESIDENCIAL,30,88,51.1%,48.9%,11.4%,62.5%,26.1%,14.4,Preparatoria,LORENZO RESIDENCIAL
Hermosillo,2603000011919,REAL DEL CARMEN RESIDENCIAL,1817,5222,51%,49%,37.7%,58.2%,4%,10.5,Secundaria,REAL DEL CARMEN RESIDENCIAL
Hermosillo,2603000011928,SAN GERMAN,93,274,50%,50%,35.8%,60.6%,3.6%,10.6,Secundaria,SAN GERMAN
Hermosillo,2603000011929,VILLA VERDE CERRADA SAN LUIS,246,760,48.6%,51.4%,37.1%,59.6%,3.3%,9.7,Secundaria,VILLA VERDE CERRADA SAN LUIS
Hermosillo,2603000011933,PUEBLITOS,0,0,,,,,,,,PUEBLITOS
Hermosillo,2603000011938,LA CARIDAD,915,2819,51.5%,48.5%,31.3%,64.5%,4.3%,11.1,Secundaria,LA CARIDAD
Hermosillo,2603000011948,GALA 2,468,1556,49.9%,50.1%,39%,59.2%,1.8%,10.6,Secundaria,GALA 2
Hermosillo,2603000011973,CERRADA CORONADO,101,305,48.9%,51.1%,28.2%,67.5%,4.3%,13.5,Preparatoria,CERRADA CORONADO
Hermosillo,2603000011977,LOS ALTOS RESIDENCIAL,111,344,52.9%,47.1%,17.4%,58.4%,24.1%,13.0,Preparatoria,LOS ALTOS RESIDENCIAL
Hermosillo,2603000011978,RINC0N AGRADABLE,21,70,51.4%,48.6%,25.7%,67.1%,7.1%,11.1,Secundaria,RINC0N AGRADABLE
Hermosillo,2603000011981,LOS ARROYOS,1555,4411,49.3%,50.7%,37.6%,57.7%,4.8%,9.4,Secundaria,LOS ARROYOS
Hermosillo,2603000011984,REAL DE QUIROGA SECCION MADRIGAL,181,601,50.9%,49.1%,35.9%,60.2%,3.8%,14.9,Preparatoria,REAL DE QUIROGA SECCION MADRIGAL
Hermosillo,2603000011985,PASEO DE LAS MISIONES,140,451,50.8%,49.2%,32.4%,61.2%,6.4%,15.4,Licenciatura,PASEO DE LAS MISIONES
Hermosillo,2603000011986,LA ENCANTADA,399,1343,52.8%,47.2%,29.7%,64%,6.3%,15.2,Licenciatura,LA ENCANTADA
Hermosillo,2603000011987,LOS SANTOS,135,439,50.1%,49.9%,35.1%,56.9%,8%,14.7,Preparatoria,LOS SANTOS
Hermosillo,2603000012003,BUROCRATA MUNICIPAL,542,1800,51.3%,48.7%,27.4%,63.4%,9.2%,10.5,Secundaria,BURÓCRATA MUNICIPAL
Hermosillo,2603000012005,MALLORCA RESIDENCIAL,982,2947,50.1%,49.9%,37.1%,59.8%,3.1%,10.4,Secundaria,MALLORCA RESIDENCIAL
Hermosillo,2603000012021,AGAVES RESIDENCIAL,268,814,51.7%,48.3%,36.6%,60.1%,3.3%,13.9,Preparatoria,AGAVES RESIDENCIAL
Hermosillo,2603000012022,QUINTAS DEL SOL RESIDENCIAL,2133,6368,51.1%,48.9%,39.3%,59.4%,1.3%,11.0,Secundaria,QUINTAS DEL SOL RESIDENCIAL
Hermosillo,2603000012024,VILLA VERDE CERRADA SAN EFRAIN,207,609,48.1%,51.9%,36%,60.6%,3.4%,9.8,Secundaria,VILLA VERDE CERRADA SAN EFRAIN
Hermosillo,2603000012064,NUEVA ILUSION,515,1182,44.6%,55.4%,53.1%,41.5%,5.4%,8.1,Primaria,NUEVA ILUSION
Hermosillo,2603000012078,CONDOMINIOS INN,52,52,44.2%,55.8%,15.4%,67.3%,17.3%,15.6,Licenciatura,CONDOMINIOS INN
Hermosillo,2603000012098,OASIS DEL SOL,339,1028,49.4%,50.6%,38%,59.5%,2.4%,11.2,Secundaria,OASIS DEL SOL
Hermosillo,2603000012099,PUERTA ESMERALDA,192,604,52.6%,47.4%,40.9%,58.6%,0.5%,11.4,Secundaria,PUERTA ESMERALDA
Hermosillo,2603000012110,URBI ALAMEDA LOS ENCINOS,693,2073,51.4%,48.6%,31.5%,65.9%,2.6%,14.2,Preparatoria,URBI ALAMEDA LOS ENCINOS
Hermosillo,2603000012113,LA ANTORCHA,258,568,47.5%,52.5%,32.7%,56.3%,10.9%,8.2,Primaria,LA ANTORCHA
Hermosillo,2603000012155,CERRADA SAN RAFAEL,200,546,53.1%,46.9%,33.3%,63%,3.7%,14.4,Preparatoria,CERRADA SAN RAFAEL
Hermosillo,2603000012156,OASIS SOLANA,343,918,49.9%,50.1%,34.4%,64.1%,1.5%,11.6,Secundaria,OASIS SOLANA
Hermosillo,2603000012166,VILLA LOURDES,322,855,53.9%,46.1%,32.2%,61.1%,6.8%,14.7,Preparatoria,VILLA LOURDES
Hermosillo,2603000012167,GENOVA RESIDENCIAL,42,111,49.5%,50.5%,35.1%,59.5%,5.4%,15.2,Licenciatura,GENOVA RESIDENCIAL
Hermosillo,2603000012168,CASA ALTA RDCIAL,250,402,48%,52%,42%,55.2%,2.7%,9.5,Secundaria,CASA ALTA RESIDENCIAL
Hermosillo,2603000012169,PASEOS DEL PEDREGAL,477,1384,49.6%,50.4%,40.4%,56.9%,2.7%,9.6,Secundaria,PASEOS DEL PEDREGAL
Hermosillo,2603000012170,TIERRA NUEVA,1664,4951,48.6%,51.4%,39.7%,57.1%,3.2%,9.2,Secundaria,TIERRA NUEVA
Hermosillo,2603000012171,LOS PINOS RDCIAL,1293,3887,49.2%,50.8%,40%,58%,2%,10.2,Secundaria,LOS PINOS RDCIAL
Hermosillo,2603000012172,PRIVADAS DEL SAUCE,226,684,49%,51%,35.2%,62.9%,1.9%,12.2,Secundaria,PRIVADAS DEL SAUCE
Hermosillo,2603000012174,ANDALUCIA,40,127,51.2%,48.8%,24.4%,70.1%,5.5%,15.4,Licenciatura,ANDALUCIA
Hermosillo,2603000012176,PUERTA REAL,7175,19748,49.8%,50.2%,35.9%,61.3%,2.9%,13.0,Preparatoria,PUERTA REAL
Hermosillo,2603000012178,MILAN,112,351,52.1%,47.9%,30.8%,62.4%,6.8%,14.5,Preparatoria,MILAN
Hermosillo,2603000012194,TIERRA COLORADA,380,1110,51.9%,48.1%,36.3%,62%,1.7%,12.8,Secundaria,TIERRA COLORADA
Hermosillo,2603000012196,VILLAS DEL SUR,2535,8309,49.7%,50.3%,38.5%,58.6%,2.9%,10.7,Secundaria,VILLAS DEL SUR
Hermosillo,2603000012200,TULIPANES RESIDENCIAL,267,759,52.8%,47.2%,36.5%,60.2%,3.3%,13.3,Preparatoria,TULIPANES RESIDENCIAL
Hermosillo,2603000012224,LOMAS PLUS,132,380,48.4%,51.6%,24.2%,69.5%,6.3%,13.4,Preparatoria,LOMAS PLUS
Hermosillo,2603000012225,URBI ALAMEDA LOS ENCINOS II,659,2111,51%,49%,34%,63.1%,2.8%,14.6,Preparatoria,URBI ALAMEDA LOS ENCINOS II
Hermosillo,2603000012226,PRIVADA PARQUE ALAMEDA,0,0,,,,,,,,PRIVADA PARQUE ALAMEDA
Hermosillo,2603000012233,LA RIOJA,343,1216,50.3%,49.7%,34.1%,61.2%,4.7%,14.5,Preparatoria,LA RIOJA
Hermosillo,2603000012234,EL CONQUISTADOR,430,1232,51.1%,48.9%,31.5%,64.2%,4.3%,15.3,Licenciatura,EL CONQUISTADOR
Hermosillo,2603000012238,TERRA BLANCA,83,297,52.5%,47.5%,30.6%,56.9%,12.5%,14.7,Preparatoria,TERRA BLANCA
Hermosillo,2603000012242,SALVATIERRA RESIDENCIAL,218,696,53%,47%,29.9%,59.8%,10.3%,14.8,Preparatoria,SALVATIERRA RESIDENCIAL
Hermosillo,2603000012244,COMPOSTELA RESIDENCIAL,87,350,50.6%,49.4%,33.1%,62.3%,4.6%,14.6,Preparatoria,COMPOSTELA RESIDENCIAL
Hermosillo,2603000012246,SAN ANDRES RESIDENCIAL,17,63,57.1%,42.9%,36.5%,63.5%,0%,14.8,Preparatoria,SAN ANDRES RESIDENCIAL
Hermosillo,2603000012252,LOS POETAS,137,396,53.3%,46.7%,30.3%,63.4%,6.3%,9.9,Secundaria,LOS POETAS
Hermosillo,2603000012253,URBI VILLA DEL CEDRO,1689,4701,51.1%,48.9%,36.2%,61.4%,2.5%,12.9,Secundaria,URBI VILLA DEL CEDRO
Hermosillo,2603000012255,CORDOBA RDCIAL,80,207,51.2%,48.8%,41.1%,58.9%,0%,11.0,Secundaria,CORDOBA RDCIAL
Hermosillo,2603000012266,VISTA REAL,533,1607,49.8%,50.2%,39.1%,59.7%,1.1%,10.6,Secundaria,VISTA REAL
Hermosillo,2603000012286,OASIS PALMEIRA,308,896,52.2%,47.8%,39.4%,59%,1.6%,12.5,Secundaria,OASIS PALMEIRA
Hermosillo,2603000012287,JARDINES DE MONACO,137,446,50.9%,49.1%,32.1%,65.2%,2.7%,15.0,Licenciatura,JARDINES DE MONACO
Hermosillo,2603000012291,GUAYACAN,272,682,46.8%,53.2%,32.6%,59.4%,8.1%,7.6,Primaria,GUAYACAN
Hermosillo,2603000012294,LOMAS DEL NORTE,286,1005,51.1%,48.9%,39.1%,55.3%,5.6%,8.9,Primaria,LOMAS DEL NORTE
Hermosillo,2603000012295,LA CAMPIÑA,273,810,49.7%,50.3%,35.1%,59%,5.9%,13.0,Preparatoria,LA CAMPIÑA
Hermosillo,2603000012299,PARADA CANO,165,466,51.9%,48.1%,22.7%,63.9%,13.3%,11.8,Secundaria,PARADA CANO
Hermosillo,2603000012308,FLORESTA SECCION CIPRES,234,811,50.6%,49.4%,39.6%,58.9%,1.5%,10.4,Secundaria,FLORESTA SECCION CIPRES
Hermosillo,2603000012316,PORTAL DEL LAGO,89,220,51.4%,48.6%,33.2%,65%,1.8%,15.3,Licenciatura,PORTAL DEL LAGO
Hermosillo,2603000012323,LAS PEREDAS (GABY PEREDA I),472,1385,49.5%,50.5%,42.4%,52.1%,5.5%,8.1,Primaria,LAS PEREDAS (GABY PEREDA I)
Hermosillo,2603000012325,LAS TRES REYNAS,435,1088,47.4%,52.6%,38.2%,56.5%,5.2%,7.7,Primaria,LAS TRES REYNAS
Hermosillo,2603000012326,BANUS,613,1660,51.5%,48.5%,26.3%,67.8%,6%,15.2,Licenciatura,BANUS
Hermosillo,2603000012330,QUINTAEMILIA,14,44,64.3%,35.7%,18.2%,72.7%,9.1%,15.8,Licenciatura,QUINTAEMILIA
Hermosillo,2603000012333,CALISTOGA,3,15,46.7%,53.3%,26.7%,73.3%,0%,14.5,Preparatoria,CALISTOGA
Hermosillo,2603000012355,PUERTA DE HIERRO,16,39,36.4%,63.6%,76.9%,15.4%,7.7%,15.2,Licenciatura,PUERTA DE HIERRO
Hermosillo,2603000012361,SAN MARCOS,935,2657,51.6%,48.4%,34.4%,63.6%,2%,14.5,Preparatoria,SAN MARCOS
Hermosillo,2603000012363,LUIS DONALDO COLOSIO,282,800,47.9%,52.1%,35%,58.6%,6.4%,9.7,Secundaria,LUIS DONALDO COLOSIO
Hermosillo,2603000012365,URBI ALAMEDA LOS FRESNOS RDCIAL,335,972,50.3%,49.7%,35.8%,61.3%,2.9%,14.6,Preparatoria,URBI ALAMEDA LOS FRESNOS RDCIAL
Hermosillo,2603000012366,ALTARIA RESIDENCIAL,616,1267,50.9%,49.1%,32.4%,65.7%,1.9%,15.2,Licenciatura,ALTARIA RESIDENCIAL
Hermosillo,2603000012368,LA COSECHA NORTE,15,21,45.5%,54.5%,47.6%,33.3%,19%,5.9,Primaria no aprobada/terminada,LA COSECHA NORTE
Hermosillo,2603000012370,MURANO RESIDENCIAL,13,14,54.5%,45.5%,35.7%,64.3%,0%,18.1,Posgrado,MURANO RESIDENCIAL
Hermosillo,2603000012371,UNION DE LADRILLEROS,146,470,49.4%,50.6%,31.3%,62.1%,6.6%,10.0,Secundaria,UNION DE LADRILLEROS
Hermosillo,2603000016228,OPATAS,162,488,50.5%,49.5%,36.3%,60.7%,3.1%,12.1,Secundaria,OPATAS
Hermosillo,2603000016229,SOL AGUILAR (EL TRIUNFO),254,883,48.5%,51.5%,32.8%,61.2%,6%,9.2,Secundaria,SOL AGUILAR (EL TRIUNFO)
Hermosillo,2603000016231,PALO FIERRO,439,1269,48.5%,51.5%,37.3%,59%,3.7%,10.1,Secundaria,PALO FIERRO
Hermosillo,2603000016238,EL MIRADOR,456,1609,48.9%,51.1%,36.1%,56.1%,7.8%,8.8,Primaria,EL MIRADOR
Hermosillo,2603000016242,QUINTA LA PALOMA,20,72,48.3%,51.7%,41.7%,41.7%,16.7%,14.0,Preparatoria,QUINTA LA PALOMA
Hermosillo,2603000016243,BICENTENARIO,1234,3604,50.1%,49.9%,39.4%,59.4%,1.2%,10.4,Secundaria,BICENTENARIO
Hermosillo,2603000016250,LA CAÑADA PRIVADA RESIDENCIAL,13,40,47.6%,52.4%,67.5%,32.5%,0%,13.7,Preparatoria,LA CAÑADA PRIVADA RESIDENCIAL
Hermosillo,2603000016251,DEL PEDREGAL PRIVADAS RESIDENCIALES,25,82,47.6%,52.4%,22%,57.3%,20.7%,15.7,Licenciatura,DEL PEDREGAL PRIVADAS RESIDENCIALES
Hermosillo,2603000016252,VALLE DE ARANDAS,138,351,50.9%,49.1%,37.3%,61.8%,0.9%,15.9,Licenciatura,VALLE DE ARANDAS
Hermosillo,2603000016255,BUENA VISTA SECC BONITA,198,545,49.4%,50.6%,38.2%,60.4%,1.5%,14.6,Preparatoria,BUENA VISTA SECC BONITA
Hermosillo,2603000016258,PUEBLITOS SECC GUARIJIOS,151,422,50.7%,49.3%,32%,64.2%,3.8%,11.7,Secundaria,PUEBLITOS SECC GUARIJIOS
Hermosillo,2603000016259,PUEBLITOS SECC KUKAPA,173,528,51.7%,48.3%,30.1%,65.7%,4.2%,11.9,Secundaria,PUEBLITOS SECC KUKAPA
Hermosillo,2603000016260,PUEBLITOS SECC KIKAPU,144,363,46%,54%,31.7%,59.5%,8.8%,13.0,Preparatoria,PUEBLITOS SECC KIKAPU
Hermosillo,2603000016261,PUEBLITOS SECC PAPAGOS,170,487,49.3%,50.7%,35.3%,58.7%,6%,11.6,Secundaria,PUEBLITOS SECC PAPAGOS
Hermosillo,2603000016262,PUEBLITOS SECC PIMAS,130,338,50.6%,49.4%,32%,62.7%,5.3%,12.2,Secundaria,PUEBLITOS SECC PIMAS
Hermosillo,2603000016263,TORRE DE PLATA,181,587,50.4%,49.6%,34.2%,59.5%,6.3%,14.1,Preparatoria,TORRE DE PLATA
Hermosillo,2603000016265,BUENA VISTA SECCION AMANECER,280,766,49.6%,50.4%,36.9%,63.1%,0%,14.6,Preparatoria,BUENA VISTA SECCION AMANECER
Hermosillo,2603000016266,LADRILLERAS,880,2863,48%,52%,31.4%,61.4%,7.2%,9.4,Secundaria,LADRILLERAS
Hermosillo,2603000016288,4 DE MARZO,421,1383,49.2%,50.8%,32.8%,61.9%,5.4%,9.3,Secundaria,4 DE MARZO
Hermosillo,2603000016289,RESIDENCIAL LA CIMA,172,513,52.4%,47.6%,33.3%,64.7%,1.9%,14.9,Preparatoria,RESIDENCIAL LA CIMA
Hermosillo,2603000016290,MARTIN VALENCIA,20,61,45.9%,54.1%,36.1%,50.8%,13.1%,9.5,Secundaria,MARTIN VALENCIA
Hermosillo,2603000016291,STANZA SOLARE,520,1210,50%,50%,28.5%,70.5%,1%,15.5,Licenciatura,STANZA SOLARE
Hermosillo,2603000016293,HIPICO,179,568,51.4%,48.6%,34.5%,61.1%,4.4%,15.3,Licenciatura,HIPICO
Hermosillo,2603000016298,MISION DE ANDALUCIA,99,257,54.1%,45.9%,31.1%,65.4%,3.5%,15.5,Licenciatura,MISION DE ANDALUCIA
Hermosillo,2603000016304,CORCELES,362,1125,52.9%,47.1%,30.4%,62.8%,6.8%,15.3,Licenciatura,CORCELES
Hermosillo,2603000016305,CORCELES SECC ALTER REAL,438,1311,51.2%,48.8%,33%,60.4%,6.6%,15.0,Licenciatura,CORCELES SECC ALTER REAL
Hermosillo,2603000016306,CORCELES SECC ARDENES,267,647,51.3%,48.7%,30.6%,60.6%,8.8%,15.9,Licenciatura,CORCELES SECC ARDENES
Hermosillo,2603000016308,OBISPOS,51,142,52.2%,47.8%,31.7%,64.8%,3.5%,14.5,Preparatoria,OBISPOS
Hermosillo,2603000016323,HACIENDAS DEL SUR,1717,4242,49.6%,50.4%,38%,60.3%,1.7%,11.1,Secundaria,HACIENDAS DEL SUR
Hermosillo,2603000016327,LAS PROVINCIAS,715,1885,52%,48%,33.3%,65.4%,1.4%,15.8,Licenciatura,LAS PROVINCIAS
Hermosillo,2603000016328,AMPLIACIN 4 DE MARZO,204,781,51%,49%,39.1%,54.8%,6.1%,8.2,Primaria,AMPLIACION 4 DE MARZO
Hermosillo,2603000016329,CATAVIÑA RESIDENCIAL,69,201,50.2%,49.8%,29.9%,62.7%,7.5%,15.1,Licenciatura,CATAVIÑA RESIDENCIAL
Hermosillo,2603000016335,VILLA VERDE CERRADA SAN VICENTE,261,715,47.6%,52.4%,40.4%,56.8%,2.8%,9.5,Secundaria,VILLA VERDE CERRADA SAN VICENTE
Hermosillo,2603000016336,FUENTE DE PIEDRA,1389,4520,48.8%,51.2%,40.2%,58.1%,1.7%,9.7,Secundaria,FUENTE DE PIEDRA
Hermosillo,2603000016339,ANTARA RESIDENCIAL,31,91,57.5%,42.5%,27.5%,59.3%,13.2%,14.2,Preparatoria,ANTARA RESIDENCIAL
Hermosillo,2603000016340,REAL DEL LLANO,533,1339,49.4%,50.6%,29.1%,62.5%,8.4%,13.3,Preparatoria,REAL DEL LLANO
Hermosillo,2603000016341,FRACCIONAMIENTO CASA REAL,263,695,50.5%,49.5%,35.8%,57.7%,6.5%,9.8,Secundaria,FRACCIONAMIENTO CASA REAL
Hermosillo,2603000016342,VILLAS DEL PRADO,1365,3834,50.7%,49.3%,38.6%,58.2%,3.2%,9.9,Secundaria,VILLAS DEL PRADO
Hermosillo,2603000016358,CALIFORNIA PRIVADA MONTEBELLO,1541,3516,50.1%,49.9%,36.3%,62%,1.6%,13.7,Preparatoria,CALIFORNIA PRIVADA MONTEBELLO
Hermosillo,2603000016359,MONTEROSA RESIDENCIAL,470,1487,52.2%,47.8%,31%,62.2%,6.8%,15.4,Licenciatura,MONTEROSA RESIDENCIAL
Hermosillo,2603000016365,PUERTA DEL REY SECCION ALTADENA,702,2162,50.9%,49.1%,41.4%,58.2%,0.5%,10.2,Secundaria,PUERTA DEL REY SECCION ALTADENA
Hermosillo,2603000016367,PILARES PORTAL,24,80,43.8%,56.2%,33.8%,61.2%,5%,8.2,Primaria,PILARES PORTAL
Hermosillo,2603000016375,VALLADOLID,53,145,54.5%,45.5%,40%,60%,0%,13.5,Preparatoria,VALLADOLID
Hermosillo,2603000016377,BONANZA,26,57,45.2%,54.8%,42.1%,57.9%,0%,12.8,Secundaria,BONANZA
Hermosillo,2603000016387,AMPLIACION ALCATRACES,82,256,48%,52%,56.2%,39.5%,4.3%,7.6,Primaria,AMPLIACION ALCATRACES
Hermosillo,2603000016388,ARANDANOS SECCION VILLA HERMOSA,42,123,52.8%,47.2%,34.1%,61.8%,4.1%,11.5,Secundaria,ARANDANOS SECCION VILLA HERMOSA
Hermosillo,2603000016391,VERSALLES,152,516,51.2%,48.8%,26.7%,65.5%,7.8%,15.1,Licenciatura,VERSALLES
Hermosillo,2603000016405,FIRENZE RESIDENCIAL,129,436,50.5%,49.5%,34.9%,59.6%,5.5%,15.2,Licenciatura,FIRENZE RESIDENCIAL
Hermosillo,2603000016406,SAN RAFAEL,17,44,45.5%,54.5%,29.5%,70.5%,0%,15.2,Licenciatura,SAN RAFAEL
Hermosillo,2603000016407,VILLA SAUCES RESIDENCIAL,91,269,46.5%,53.5%,34.9%,61.3%,3.7%,14.1,Preparatoria,VILLA SAUCES RESIDENCIAL
Hermosillo,2603000016410,FRACCIONAMIENTO OASIS SOLERA,188,504,49.6%,50.4%,37.9%,60.3%,1.8%,12.4,Secundaria,FRACCIONAMIENTO OASIS SOLERA
Hermosillo,2603000016411,FRACCIONAMIENTO OASIS SANTA FE,121,269,50.2%,49.8%,28.6%,66.2%,5.2%,14.4,Preparatoria,FRACCIONAMIENTO OASIS SANTA FE
Hermosillo,2603000016415,PORTAL DEL PITIC,139,438,50.2%,49.8%,28.8%,65.5%,5.7%,14.3,Preparatoria,PORTAL DEL PITIC
Hermosillo,2603000016416,AZORES RESIDENCIAL,125,168,53.1%,46.9%,38.7%,59.5%,1.8%,14.4,Preparatoria,AZORES RESIDENCIAL
Hermosillo,2603000016417,ARGANGEL RESIDENCIAL,98,306,52.6%,47.4%,36.9%,58.5%,4.6%,14.0,Preparatoria,ARCANGEL RESIDENCIAL
Hermosillo,2603000016418,SANTA ENGRACIA PRIVADA RESIDENCIAL,4,19,52.6%,47.4%,42.1%,57.9%,0%,13.8,Preparatoria,SANTA ENGRACIA PRIVADA RESIDENCIAL
Hermosillo,2603000016419,SAN CARLOS RESIDENCIAL,39,104,51.9%,48.1%,45.2%,51%,3.8%,14.6,Preparatoria,SAN CARLOS RESIDENCIAL
Hermosillo,2603000016420,PASEO REAL RESIDENCIAL,568,1688,50.8%,49.2%,36.3%,60.6%,3.1%,14.1,Preparatoria,PASEO REAL RESIDENCIAL
Hermosillo,2603000016421,SOLEIL RESIDENCIAL,559,1513,51.4%,48.6%,34.8%,62.5%,2.7%,14.7,Preparatoria,SOLEIL RESIDENCIAL
Hermosillo,2603000016430,RIVELLO RESIDENCIAL,604,1507,50.7%,49.3%,32.2%,64.8%,2.9%,15.9,Licenciatura,RIVELLO RESIDENCIAL
Hermosillo,2603000016431,REAL DE SEVILLA,486,1335,50%,50%,30.6%,62.6%,6.8%,15.1,Licenciatura,REAL DE SEVILLA
Hermosillo,2603000016433,MONTALBAN RESIDENCIAL,149,390,52.1%,47.9%,40%,59.2%,0.8%,11.0,Secundaria,MONTALBAN RESIDENCIAL
Hermosillo,2603000016434,CAMPO GRANDE,705,2034,50.1%,49.9%,32.3%,65.4%,2.3%,15.5,Licenciatura,CAMPO GRANDE
Hermosillo,2603000016437,VERONA RESIDENCIAL,67,215,53%,47%,37.7%,60.9%,1.4%,15.2,Licenciatura,VERONA RESIDENCIAL
Hermosillo,2603000016439,LA CIMA II,179,497,51.7%,48.3%,28%,67.2%,4.8%,14.8,Preparatoria,LA CIMA II
Hermosillo,2603000016441,LA JOLLA SECCION VILLA DE LOS DIAMANTES,9,23,58.8%,41.2%,34.8%,65.2%,0%,12.9,Secundaria,LA JOLLA SECCION VILLA DE LOS DIAMANTES
Hermosillo,2603000016442,LA JOLLA SECCION VILLA TURQUESA,290,820,48.8%,51.2%,39.4%,56.5%,4.1%,12.1,Secundaria,LA JOLLA SECCION VILLA TURQUESA
Hermosillo,2603000016443,MONTEREAL,183,486,50.8%,49.2%,36%,64%,0%,13.1,Preparatoria,MONTEREAL
Hermosillo,2603000016445,GRANJA GUADALUPE,14,29,48.3%,51.7%,24.1%,75.9%,0%,14.9,Preparatoria,GRANJA GUADALUPE
Hermosillo,2603000016446,LAS PLACITAS,13,27,50%,50%,55.6%,29.6%,14.8%,9.3,Secundaria,LAS PLACITAS
Hermosillo,2603000016447,ALEGRANZA RESIDENCIAL,514,1326,49.5%,50.5%,33%,63.6%,3.5%,13.7,Preparatoria,ALEGRANZA RESIDENCIAL
Hermosillo,2603000016448,SIERRA BONITA,636,2020,49.1%,50.9%,35.2%,59%,5.8%,9.4,Secundaria,SIERRA BONITA
Hermosillo,2603000016449,MESAVERDE,90,216,53.2%,46.8%,31%,69%,0%,13.4,Preparatoria,MESAVERDE
Hermosillo,2603000016451,VILLA MERCEDES,425,1339,49.4%,50.6%,39.1%,58.2%,2.8%,10.5,Secundaria,VILLA MERCEDES
Hermosillo,2603000016458,SAN JUDAS TADEO,25,85,54.1%,45.9%,25.9%,62.4%,11.8%,8.6,Primaria,SAN JUDAS TADEO
Hermosillo,2603000016466,NATURA,545,1256,48.4%,51.6%,38.3%,61.7%,0%,11.2,Secundaria,NATURA
Hermosillo,2603000016467,CANTERAS RESIDENCIAL,157,380,51.3%,48.7%,37.4%,61.6%,1.1%,10.4,Secundaria,CANTERAS RESIDENCIAL
