nom_col,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
LA CIMA II,29.1451565,-110.9900333,"Blvd. Progreso S/N, Almacen, 83105 Hermosillo, Son., Mexico",ROOFTOP,ChIJ_5bhJ9aGzoYRR4U7UpWvMvY,"establishment, point_of_interest",2025-11-05T23:16:59.586438
LA CORUÑA SECCION PRIVADA ALMAR,29.0838769,-111.055665,"3WMV+9R La Coruña Park, La Manga, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJiY48RwCDzoYROAct7PXGFqA,"establishment, park, point_of_interest",2025-11-05T23:16:59.958265
LA CORUÑA SECCION PRIVADA ORZAN,29.07912129999999,-111.0580649,"Orzán, La Manga, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJcyKiyQGDzoYRJae854rL_Jk,"establishment, point_of_interest",2025-11-05T23:17:00.329227
LA CORUÑA SECCION PRIVADA RIAZOR,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T23:17:00.683278
LA COSECHA NORTE,29.1299729,-111.0308669,"Cosecha Nte., Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJFV-xehqBzoYRXWinymhvYLM,route,2025-11-05T23:17:01.037569
LA ENCANTADA,29.0848488,-111.0259217,"La Encantada, Hermosillo, Son., Mexico",APPROXIMATE,ChIJD3JKOMODzoYR3hW5bdjUtfs,"neighborhood, political",2025-11-05T23:17:01.385445
LA FLORESTA,29.1245712,-111.013684,"Floresta, Villa Sauces, 83179 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJNVm4DjmBzoYRyEWJbj2Z8gw,"neighborhood, political",2025-11-05T23:17:01.760921
LA FLORESTA SECC CEIBA,29.0847844,-110.9733315,"Av. Paseo de la Floresta 19, Valle Grande, 83205 Hermosillo, Son., Mexico",ROOFTOP,ChIJ02ZdcACFzoYRJ6zJh3bgSIM,"establishment, point_of_interest",2025-11-05T23:17:02.116927
LA FLORESTA SECC CIRUELOS,29.0847844,-110.9733315,"Av. Paseo de la Floresta 19, Valle Grande, 83205 Hermosillo, Son., Mexico",ROOFTOP,ChIJ02ZdcACFzoYRJ6zJh3bgSIM,"establishment, point_of_interest",2025-11-05T23:17:02.452624
LA FLORESTA SECC VILLA FRESNOS,29.1245712,-111.013684,"Floresta, Villa Sauces, 83179 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJNVm4DjmBzoYRyEWJbj2Z8gw,"neighborhood, political",2025-11-05T23:17:02.810182
LA HUERTA,29.0882895,-110.9707818,"La Huerta, 83208 Hermosillo, Son., Mexico",APPROXIMATE,ChIJW4EzkD6EzoYRSlk6iMksBLs,"political, sublocality, sublocality_level_1",2025-11-05T23:17:03.152725
LA JOLLA,29.1095063,-110.9373135,"La Jolla Ote., 83159 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE_RCNtiFzoYRHdbWqsu9tMw,route,2025-11-05T23:17:03.503724
LA JOLLA SECCION VILLA DE LOS DIAMANTES,29.1095063,-110.9373135,"La Jolla Ote., 83159 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE_RCNtiFzoYRHdbWqsu9tMw,route,2025-11-05T23:17:03.877741
LA JOLLA SECCION VILLA TURQUESA,29.1095063,-110.9373135,"La Jolla Ote., 83159 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE_RCNtiFzoYRHdbWqsu9tMw,route,2025-11-05T23:17:04.258741
LA LENGUETA,29.1677652,-111.0105585,"Av. Llanuras 14-A, Fraccionamiento Tierra Nueva, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJu6H1AfqBzoYR0ZvICWpL-rQ,"establishment, point_of_interest",2025-11-05T23:17:04.588934
LA MANGA,29.0864916,-111.0370989,"La Manga, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcW1PayyCzoYRvfFUCmVnHZ0,"political, sublocality, sublocality_level_1",2025-11-05T23:17:04.944286
LA MATANZA,29.0716369,-110.9473106,"La Matanza, Hermosillo, Son., Mexico",APPROXIMATE,ChIJPYqR9qyFzoYRNlixu0iRQyE,"political, sublocality, sublocality_level_1",2025-11-05T23:17:05.299179
LA METALERA,29.0923011,-110.9290554,"La Metalera, Hermosillo, Son., Mexico",APPROXIMATE,ChIJO8Yun-qFzoYRrIffh8MnW_M,"political, sublocality, sublocality_level_1",2025-11-05T23:17:05.771569
LA MOSCA,29.1677652,-111.0105585,"Av. Llanuras 14-A, Fraccionamiento Tierra Nueva, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJu6H1AfqBzoYR0ZvICWpL-rQ,"establishment, point_of_interest",2025-11-05T23:17:06.248584
LA PALOMA,29.1303752,-110.9488008,"La Paloma, 83146 Hermosillo, Son., Mexico",APPROXIMATE,ChIJiz3RcmCGzoYR_pyvxVvmLl0,"political, sublocality, sublocality_level_1",2025-11-05T23:17:06.712113
LA RIOJA,29.0826879,-111.0392212,"Campo Grande, Residencial Campo Grande, La Manga, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJpepR3y-DzoYRL7J6SF8EQvI,"establishment, point_of_interest",2025-11-05T23:17:07.122114
LA VERBENA,29.0648029,-110.9871745,"Col. la Verbena, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ4UCbL3uEzoYR1uz2ocWOab8,"political, sublocality, sublocality_level_1",2025-11-05T23:17:07.531486
LA VICTORIA (NUEVACREACION),29.1209786,-110.8977614,"La Victoria, 83304 Hermosillo, Son., Mexico",APPROXIMATE,ChIJGckYhauIzoYRoHEADXYg47s,"political, sublocality, sublocality_level_1",2025-11-05T23:17:07.940887
LADRILLERAS,29.1502671,-110.9990966,"Las Ladrilleras, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJuyOVrdSAzoYR52zx6atKAHQ,"political, sublocality, sublocality_level_1",2025-11-05T23:17:08.350553
LAS ALAMEDAS,29.092306,-110.9823312,"Alameda, Hermosillo, Son., Mexico",APPROXIMATE,ChIJo5t-7BCEzoYRsEp97dwN7BA,"political, sublocality, sublocality_level_1",2025-11-05T23:17:08.761100
LAS AVES,29.1177434,-110.9890704,"Las Aves Park, Av. Ramón Ángel Amante 594, Santa Isabel, 83130 Hermosillo, Son., Mexico",ROOFTOP,ChIJD3I5ZwCHzoYRBavftgVRWQc,"establishment, park, point_of_interest",2025-11-05T23:17:09.170224
LAS CARRETAS,29.012058,-110.9262613,"Las Carretas, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJk3DaD7iazoYRF76gS4TzzLc,"political, sublocality, sublocality_level_1",2025-11-05T23:17:09.579542
LAS FLORES,29.0314177,-110.990346,"Arco Iris, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJwx95Dl2FzoYRaoSYt5tle4w,"establishment, night_club, point_of_interest",2025-11-05T23:17:09.941626
LAS GRANJAS,29.0750715,-110.9752525,"Las Granjas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJEVI0zGmEzoYRAPy5AHikGy8,"political, sublocality, sublocality_level_1",2025-11-05T23:17:10.285627
LAS ISABELES,29.1200641,-110.9886648,"Las Isabeles, Hermosillo, Son., Mexico",APPROXIMATE,ChIJpxARJreGzoYRgkJZaJGYqiE,"political, sublocality, sublocality_level_1",2025-11-05T23:17:10.631288
LAS LADRILLERAS,29.1502671,-110.9990966,"Las Ladrilleras, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJuyOVrdSAzoYR52zx6atKAHQ,"political, sublocality, sublocality_level_1",2025-11-05T23:17:10.966866
LAS LOMAS,29.0388492,-110.9461929,"Las Lomas, 83293 Hermosillo, Son., Mexico",APPROXIMATE,ChIJEbtb-COFzoYRcP2f-kVUUKo,"political, sublocality, sublocality_level_1",2025-11-05T23:17:11.313706
LAS LOMAS DEL SOL,29.0411824,-110.9433091,"Av Da Vinci 77, Las Lomas, 83293 Hermosillo, Son., Mexico",ROOFTOP,ChIJAYBGNiKFzoYRQS85MZXlzhw,"establishment, food, grocery_or_supermarket, point_of_interest, store",2025-11-05T23:17:11.674851
LAS LOMAS SECC ALMENDROS,29.0486032,-110.9442427,"Rtno. Provincia Pontevedra 3, Las Lomas, 83293 Hermosillo, Son., Mexico",ROOFTOP,ChIJz3C9VhmFzoYRL1biXoTyRZc,"establishment, food, grocery_or_supermarket, point_of_interest, store",2025-11-05T23:17:12.030987
LAS LOMAS SECC CASTAÑOS,29.0722626,-110.9787692,"Castaños, Fuentes del Mezquital, 83240 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJyzvjlGiEzoYRScBfNqtYGqY,route,2025-11-05T23:17:12.389328
LAS LOMAS SECC LOS MANZANOS,29.0742727,-110.9804117,"Los Manzanos, Fuentes del Mezquital, 83240 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJLSWfLWmEzoYRlarJMvTh_F0,route,2025-11-05T23:17:12.743322
LAS LOMAS SECCION BONITA,29.0426831,-110.9439576,"Bonita, 83293 Hermosillo, Son., Mexico",APPROXIMATE,ChIJAZ72ohiFzoYR2g5GEc79IBg,"political, sublocality, sublocality_level_1",2025-11-05T23:17:13.109959
LAS LOMAS SECCION PARAISO,29.0842191,-111.0262018,"Paraíso, La Encantada, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJlyxRFsODzoYRts37CujHCr4,route,2025-11-05T23:17:13.466535
LAS MINITAS,29.0439157,-110.9961161,"Las Minitas, 83285 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ_0lnC52EzoYRFoMVo4nF3nE,"political, sublocality, sublocality_level_1",2025-11-05T23:17:13.814195
LAS PALMAS,29.0721878,-110.9588598,"Las Palmas, 83270 Hermosillo, Son., Mexico",APPROXIMATE,ChIJI8B3T1CEzoYRiSvTRZoITE4,"political, sublocality, sublocality_level_1",2025-11-05T23:17:14.198115
LAS PEREDAS (GABY PEREDA I),29.1009496,-110.9574108,"Av. Michoacan 98, Modelo, 83190 Hermosillo, Son., Mexico",ROOFTOP,ChIJw4T1NgCFzoYR1bw35AqQrtk,"establishment, point_of_interest, storage",2025-11-05T23:17:14.564993
LAS PILAS,29.0703372,-110.9510361,"Las Pilas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJmaenTVOEzoYRQBBvKne-iJ0,"political, sublocality, sublocality_level_1",2025-11-05T23:17:14.912868
LAS PLACITAS,29.058148,-111.0070474,"Las Placitas, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJJ-0KeoCDzoYRb09r-NTi0KU,route,2025-11-05T23:17:15.276588
LAS PLAZAS,29.1083647,-110.9987241,"Las Plazas, 83170 Hermosillo, Son., Mexico",APPROXIMATE,ChIJW5fbMFOBzoYRMWmWluzRouU,"political, sublocality, sublocality_level_1",2025-11-05T23:17:15.633018
LAS PRADERAS,29.0597229,-110.9699458,"De Las Praderas, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRRqn6vWEzoYRWhk3et4MDFw,route,2025-11-05T23:17:15.993811
LAS PROVINCIAS,29.0791407,-111.0401527,"Las Provincias, 83243 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ89xn6s6DzoYRyTfrTa3936s,"neighborhood, political",2025-11-05T23:17:16.331859
LAS QUINTAS,29.0823581,-110.990155,"Las Quintas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJAd1TAA2EzoYRvi-Hb5TGORQ,"political, sublocality, sublocality_level_1",2025-11-05T23:17:16.682255
LAS TORRES,29.1418995,-110.9572743,"Las Torres, 83104 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJJ91UG_qGzoYRxBnF7i48ocA,route,2025-11-05T23:17:17.031211
LAS TRES REYNAS,29.111341,-110.9745863,"Balderrama, 83180 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJVeE-CKKGzoYR5Nnewr2kFFs,"establishment, food, point_of_interest, restaurant",2025-11-05T23:17:17.404885
LAS VILLAS,29.0617445,-110.9633305,"Las Villas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJQwtn8PeEzoYRGMVVDtyW-aE,"political, sublocality, sublocality_level_1",2025-11-05T23:17:17.758792
LAURA ALICIA FRIAS DE LOPEZ NOGALES,29.1477805,-111.0276816,"Constelación Centauro, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ1Q1BTeGAzoYR_f1KIOKHXtU,route,2025-11-05T23:17:18.117434
LEY 57,29.120534,-110.9730171,"Ley 57, Hermosillo, Son., Mexico",APPROXIMATE,ChIJdX_g_b2GzoYRRcZZzMPqyZ4,"political, sublocality, sublocality_level_1",2025-11-05T23:17:18.462194
LIBERTAD,29.1154158,-110.9916453,"Libertad, Hermosillo, Son., Mexico",APPROXIMATE,ChIJz0kLiLGGzoYRN6K4F5YiHlI,"political, sublocality, sublocality_level_1",2025-11-05T23:17:18.811474
LIRIOS,29.0283406,-110.9830763,"Lirios, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJe0LYULqEzoYRX6qupEkKE3c,"political, sublocality, sublocality_level_1",2025-11-05T23:17:19.154559
LLANO VERDE,29.0826094,-110.9949984,"Llano Verde, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ9-1hrguEzoYR_iFiyVyAaOY,"political, sublocality, sublocality_level_1",2025-11-05T23:17:19.526131
LOMA BLANCA,29.1279942,-110.9588076,"Calle Dos 349, Loma Blanca, 83147 Hermosillo, Son., Mexico",ROOFTOP,ChIJIZZE74yGzoYRUF30NVznxvU,"dentist, establishment, health, point_of_interest",2025-11-05T23:17:19.883533
LOMA LINDA,29.1105411,-110.9491733,"Loma Linda, Hermosillo, Son., Mexico",APPROXIMATE,ChIJU9cC932GzoYR-Lk2E3_BWv4,"political, sublocality, sublocality_level_1",2025-11-05T23:17:20.232070
LOMAS DE CORTEZ,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T23:17:20.591910
LOMAS DE LINDA VISTA,29.1322753,-110.9648208,"Lomas de Linda Vista, 83104 Hermosillo, Son., Mexico",APPROXIMATE,ChIJs63HpO2GzoYRizu09UIUqYU,"political, sublocality, sublocality_level_1",2025-11-05T23:17:20.950437
LOMAS DE MADRID,29.1283727,-110.9759976,"Lomas de Madrid, Hermosillo, Son., Mexico",APPROXIMATE,ChIJPbUZS8CGzoYR2Me6Y9kQviM,"political, sublocality, sublocality_level_1",2025-11-05T23:17:21.301753
LOMAS DE REFORMA,19.4040302,-99.233527,"Lomas de Reforma, 11930 Ciudad de México, CDMX, Mexico",APPROXIMATE,ChIJDSLGP6AB0oURTzQr6fxBsZs,"political, sublocality, sublocality_level_1",2025-11-05T23:17:21.646342
LOMAS DEL BARROCAN RESIDENCIAL,29.1046417,-110.9349685,"Bv. Ignacio Soto 1, Lomas Altas, 83159 Hermosillo, Son., Mexico",ROOFTOP,ChIJNTNeyNuFzoYRJonGV9i6Q2U,"establishment, point_of_interest",2025-11-05T23:17:22.018807
LOMAS DEL MARQUEZ,29.0392888,-110.9413497,"Las Lomas, 83293 Hermosillo, Son., Mexico",APPROXIMATE,ChIJeQVUeyOFzoYRfWR2bY76toc,"political, sublocality, sublocality_level_1",2025-11-05T23:17:22.362531
LOMAS DEL MIRADOR,29.1016452,-110.9354851,"Del Mirador, Pitic, 83150 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ3duzGNuFzoYRObxeMEzU5jw,route,2025-11-05T23:17:22.722902
LOMAS DEL NORTE,29.1526997,-110.984194,"Lomas del Nte., 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJo5aaDCaHzoYRpSjkagpmraY,"political, sublocality, sublocality_level_1",2025-11-05T23:17:23.073694
LOMAS DEL PARAISO,29.0842191,-111.0262018,"Paraíso, La Encantada, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJlyxRFsODzoYRts37CujHCr4,route,2025-11-05T23:17:23.429081
LOMAS DEL PITIC,29.0959806,-110.9320358,"Lomas Pitic, Hermosillo, Son., Mexico",APPROXIMATE,ChIJZ0ih_cOFzoYRJRJVwpeZySs,"political, sublocality, sublocality_level_1",2025-11-05T23:17:23.773043
LOMAS DEL SUR,29.0402466,-110.9387438,"Blvd. Las Palmas Y Cerezo 499, Periférico Ote., Lomas Del Sur, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJX6bdNCOFzoYR1F-zuiuk-CM,"convenience_store, establishment, food, point_of_interest, store",2025-11-05T23:17:24.143977
LOMAS PITIC,29.0959806,-110.9320358,"Lomas Pitic, Hermosillo, Son., Mexico",APPROXIMATE,ChIJZ0ih_cOFzoYRJRJVwpeZySs,"political, sublocality, sublocality_level_1",2025-11-05T23:17:24.472826
LOMAS PLUS,29.0392888,-110.9413497,"Las Lomas, 83293 Hermosillo, Son., Mexico",APPROXIMATE,ChIJeQVUeyOFzoYRfWR2bY76toc,"political, sublocality, sublocality_level_1",2025-11-05T23:17:24.816167
LOPEZ PORTILLO,29.1293443,-110.9700366,"Lopez Portillo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJo2VLXOuGzoYRClMCExm_N6s,"political, sublocality, sublocality_level_1",2025-11-05T23:17:25.188392
LORENZO RESIDENCIAL,29.1034428,-110.9302006,"San Lorenzo, San Luis, 83160 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ_7GM_NyFzoYRs_A9d9NhOuI,route,2025-11-05T23:17:25.556541
LORETO RESIDENCIAL,29.1320925,-110.9510361,"Loreto, Hermosillo, Son., Mexico",APPROXIMATE,ChIJH71RWPWGzoYRHaiw0gv562g,"political, sublocality, sublocality_level_1",2025-11-05T23:17:25.918503
LOS ALAMOS,29.0298817,-110.9543891,"Los Alamos, 83294 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ0-ovbNeEzoYR26EDeTP2OPM,"political, sublocality, sublocality_level_1",2025-11-05T23:17:26.249919
LOS ALTOS RESIDENCIAL,29.0950886,-110.9353888,"Los Altos Residencial, Burgos Pitic Club, 83010 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ0fVQLsSFzoYRQlzJE173q3M,"neighborhood, political",2025-11-05T23:17:26.604937
LOS ANGELES,29.1486804,-110.966311,"Los Angeles, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ7yQ1-uKGzoYR_LG_MbbHVw4,"political, sublocality, sublocality_level_1",2025-11-05T23:17:26.969203
LOS ARCOS,29.0806227,-110.9752525,"Los Arcos, 83250 Hermosillo, Son., Mexico",APPROXIMATE,ChIJrV1Mi2qEzoYR8kDAbRc-5Cs,"political, sublocality, sublocality_level_1",2025-11-05T23:17:27.311594
LOS ARROYOS,29.1041517,-111.0454694,"Arroyo los Batochis, Fraccionamiento Los Arroyos Secc Los Manantiales, 83175 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJP71iQZOBzoYR4M-LnO2GNN4,"establishment, home_goods_store, point_of_interest, store",2025-11-05T23:17:27.679205
LOS GIRASOLES,29.0251231,-110.9644482,"Los Girasoles, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ_YGYFc6EzoYRSP0wxeHJrYs,"political, sublocality, sublocality_level_1",2025-11-05T23:17:28.031750
LOS MANANTIALES,29.1028569,-111.0450922,"Los Manantiales Park, Arroyo Coloso 94, Fraccionamiento Los Arroyos Secc Los Manantiales, 83175 Hermosillo, Son., Mexico",ROOFTOP,ChIJo9PpcgCBzoYRXyYZzU7VSOE,"establishment, park, point_of_interest",2025-11-05T23:17:28.402331
LOS MIRASOLES,29.101856,-111.002554,"Los Mirasoles, El Mirasoles, 83170 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ94vwsAWjXRQRG1ESxOZcC64,"establishment, park, point_of_interest",2025-11-05T23:17:28.767418
LOS MISIONEROS,29.1240384,-110.9481721,"Los Tapiros 25, Los Sabinos, 83148 Hermosillo, Son., Mexico",ROOFTOP,ChIJ1arZpyiHzoYRMXqA7JtxrQA,"establishment, lodging, point_of_interest",2025-11-05T23:17:29.128072
LOS NARANJOS,29.0775167,-110.926075,"Los Naranjos, 83060 Hermosillo, Son., Mexico",APPROXIMATE,ChIJLy6JmqKFzoYRdpfW-3n2S2Y,"political, sublocality, sublocality_level_1",2025-11-05T23:17:29.471842
LOS OLIVOS,29.0329061,-110.972934,"Los Olivos, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJk3e6NceEzoYRh7tIsqcfDms,"political, sublocality, sublocality_level_1",2025-11-05T23:17:29.800126
LOS PINOS RDCIAL,29.164649,-111.0038001,"Av Paseo Pino Real, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ____L8qAzoYRhwPzjyk3S-I,"establishment, point_of_interest",2025-11-05T23:17:30.159855
LOS POETAS,29.1240384,-110.9481721,"Los Tapiros 25, Los Sabinos, 83148 Hermosillo, Son., Mexico",ROOFTOP,ChIJ1arZpyiHzoYRMXqA7JtxrQA,"establishment, lodging, point_of_interest",2025-11-05T23:17:30.543515
LOS PORTALES,29.0772235,-110.9961161,"Los Portales, Hermosillo, Son., Mexico",APPROXIMATE,ChIJGbnL_HSEzoYRoGpF0E-spmI,"political, sublocality, sublocality_level_1",2025-11-05T23:17:30.902009
LOS ROSALES,29.1103958,-110.9607226,"Los Rosales, 83140 Hermosillo, Son., Mexico",APPROXIMATE,ChIJucT8G4OGzoYRJYjHiwWGH9Q,"political, sublocality, sublocality_level_1",2025-11-05T23:17:31.274076
LOS SABINOS,29.1252325,-110.9484282,"Los Sabinos, 83148 Hermosillo, Son., Mexico",APPROXIMATE,ChIJldmDPmKGzoYRBINv3r-dLIg,"political, sublocality, sublocality_level_1",2025-11-05T23:17:31.633164
LOS SANTOS,29.0846648,-111.0215633,"Los Santos, Residencial Los Santos, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJNWkZI-iDzoYRDsQwRbnw7zI,route,2025-11-05T23:17:31.988740
LOS SAUCES,29.0755457,-110.9307319,"Los Sauces, 83068 Hermosillo, Son., Mexico",APPROXIMATE,ChIJiRbNpqOFzoYRFvN9OLxxgzA,"political, sublocality, sublocality_level_1",2025-11-05T23:17:32.337814
LOTE BALDIO 37,29.1404954,-111.0207057,"Lote Baldio, Hermosillo, Son., Mexico",APPROXIMATE,ChIJr2yk9iGBzoYRDShl33HH_fk,"political, sublocality, sublocality_level_1",2025-11-05T23:17:32.693476
LUIS DONALDO COLOSIO,29.1257354,-111.0303926,"Luis Donaldo Colosio, 83177 Hermosillo, Son., Mexico",APPROXIMATE,ChIJZUA_CBGBzoYRQkYNPfHR1KU,"political, sublocality, sublocality_level_1",2025-11-05T23:17:33.068910
LUIS ENCINAS,29.1129545,-110.9812135,"Luis Encinas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJdU5VoaOGzoYR5o09sWs0MhI,"political, sublocality, sublocality_level_1",2025-11-05T23:17:33.431677
MACHI LOPEZ,29.1275866,-111.0020772,"Machi Lopez, Hermosillo, Son., Mexico",APPROXIMATE,ChIJDS9OZTSBzoYRG9EZzZB9y3s,"political, sublocality, sublocality_level_1",2025-11-05T23:17:33.786583
MAGISTERIAL,29.1048052,-111.0001626,"Av Esteban Baca Calderón 768, 22 de Septiembre, 83170 Hermosillo, Son., Mexico",ROOFTOP,ChIJA8xYOwCBzoYRsNTBlWvn9C8,"establishment, point_of_interest",2025-11-05T23:17:34.149197
MALLORCA RESIDENCIAL,29.0095518,-110.9298151,"Renacimiento, 83296 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJZ8FnUgCbzoYR_3412hlfIhc,"establishment, point_of_interest",2025-11-05T23:17:34.513293
MANLIO FABIO BELTRONES,29.1470018,-111.0291927,"Av Constelación Sagitario, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ5fg4EeSAzoYRa36PILiYpUI,route,2025-11-05T23:17:34.868232
MANUEL GOMEZ MORIN,29.1350795,-111.0107248,"Gral. Manuel Gastelum, Solidaridad IV, 83116 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJFRRGeyWBzoYRq4icGhya-GU,route,2025-11-05T23:17:35.241620
MARSELLA RESIDENCIAL,29.0663463,-110.9819586,"Marsella Residencial, 83288 Hermosillo, Son., Mexico",APPROXIMATE,ChIJW_ehDWSEzoYRgPP3oCSaT18,"political, sublocality, sublocality_level_1",2025-11-05T23:17:35.594177
MARTIN VALENCIA,29.1220234,-110.9958802,"Av. Martín de Valencia, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJR5Fpp7WGzoYRhOpCjkdihmc,route,2025-11-05T23:17:35.965707
MARTIRES DE CANANEA,29.1262714,-110.9931356,"Martires de Cananea, Hermosillo, Son., Mexico",APPROXIMATE,ChIJAU5sJ8qGzoYRa5qRQSsuWXI,"political, sublocality, sublocality_level_1",2025-11-05T23:17:36.322215
MERLOT,29.040644,-110.9786695,"Sahuaro 45 B, Palo Verde Indeur, 83284 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJA52MTJSEzoYR2lHDa-GEDSs,"establishment, point_of_interest",2025-11-05T23:17:36.666258
MESAVERDE,29.046005,-111.0029893,"C. Quintero Arce, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJGVCH6XyDzoYRy4lDBwc8Ibk,"establishment, point_of_interest",2025-11-05T23:17:37.021669
MIGUEL HIDALGO,29.134266,-110.9909002,"Miguel Hidalgo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJy6GEPc6GzoYRjQa_bu5ZMQg,"political, sublocality, sublocality_level_1",2025-11-05T23:17:37.395314
MILAN,29.15552409999999,-110.9743211,"Milan, 83114 Hermosillo, Son., Mexico",APPROXIMATE,ChIJWyncqBiHzoYRAnDnGrFDShU,"political, sublocality, sublocality_level_1",2025-11-05T23:17:37.745234
MISION DE ANDALUCIA,29.1466993,-110.9646345,"Misión de Andalucía, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJM6SUbOOGzoYRgXXr50mPIX8,"neighborhood, political",2025-11-05T23:17:38.102037
MISION DEL ARCO,29.1207292,-110.9994692,"Mision del Arco, 83120 Hermosillo, Son., Mexico",APPROXIMATE,ChIJY2O90EqBzoYRbveCcocet6Y,"political, sublocality, sublocality_level_1",2025-11-05T23:17:38.442027
MISION DEL REAL,29.1240286,-110.9622129,"Mision del Real, 83100 Hermosillo, Son., Mexico",APPROXIMATE,ChIJW4oJ_o2GzoYR4jnDcTM2CBU,"political, sublocality, sublocality_level_1",2025-11-05T23:17:38.787332
MISION DEL SOL,29.1237768,-110.9573696,"Mision del Sol, Hermosillo, Son., Mexico",APPROXIMATE,ChIJWwx-oo6GzoYROiIJcN0hJzo,"political, sublocality, sublocality_level_1",2025-11-05T23:17:39.139470
MISION SAN CRISTOBAL,29.1336249,-110.9607562,"San Cristóbal, Valle Santa Monica, 83104 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJIZy4R_KGzoYR_DccR2Ox6Gc,route,2025-11-05T23:17:39.508694
MISSION,29.1175538,-111.0061754,"Mision, 83178 Hermosillo, Son., Mexico",APPROXIMATE,ChIJH8PMPUmBzoYRs8QASlChDH8,"political, sublocality, sublocality_level_1",2025-11-05T23:17:39.860113
MIXCOAC,29.1505451,-110.956997,"Mixcoac, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJExvn3P2GzoYRtj4dKD9XRzU,"political, sublocality, sublocality_level_1",2025-11-05T23:17:40.203686
