nom_col,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
SANTA MARTHA,29.098989,-111.548153,"83350 Santa Martha, Son., Mexico",APPROXIMATE,ChIJOUnjSrW0zYYRPriAkaUkAGQ,"locality, political",2025-11-05T23:18:59.566057
SANTA REGINA,29.1075802,-110.9737448,"C. 12 de Octubre, Balderrama, 83180 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJQfy3GxGjXRQRbW16KDh-bx0,"establishment, point_of_interest",2025-11-05T23:18:59.934361
SEDONA RESIDENCIAL,29.0691107,-110.9785246,"Blvr. P.º Río Sonora, Sedona Residencial, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJk_mofL6FzoYRe0mtepX4YUs,"establishment, point_of_interest",2025-11-05T23:19:00.279935
SEMINARIO RDCIAL,29.0851065,-111.0009595,"Seminario, 83249 Hermosillo, Son., Mexico",APPROXIMATE,ChIJIzpuZPaDzoYR6w6mtnwlbFA,"political, sublocality, sublocality_level_1",2025-11-05T23:19:00.622207
SIENA RESIDENCIAL,29.0902396,-111.0129146,"Blvd. Juan Navarrete, 83210 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJn2sTQOaDzoYR7vQoBc3TPsw,"establishment, point_of_interest",2025-11-05T23:19:00.964808
SIERRA BLANCA,29.1273409,-110.9608026,"Sierra Blanca, Los Cuatro Olivos, 83147 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJozu5eo2GzoYR1VBVX7JeZ24,route,2025-11-05T23:19:01.334271
SIERRA BONITA,29.1277981,-110.9602027,"P.º Sierra Bonita, Los Cuatro Olivos, 83147 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqRs7E42GzoYR-gpaB1a353A,route,2025-11-05T23:19:01.690486
SIERRA CLARA,29.0040732,-110.9176926,"Sierra Clara, 83297 Hermosillo, Son., Mexico",APPROXIMATE,ChIJg6fDeb2azoYRb-_0u0reerw,"political, sublocality, sublocality_level_1",2025-11-05T23:19:02.040908
SIERRA VISTA,29.1274104,-110.9584873,"Sierra Vista, 83147 Hermosillo, Son., Mexico",APPROXIMATE,ChIJKVqL8oyGzoYREaVv9KZDrNo,"political, sublocality, sublocality_level_1",2025-11-05T23:19:02.393902
SIN NOMBRE 06,29.03669009999999,-110.978468,"Cjon. Sin Nombre 6, Palo Verde Indeur, 83284 Hermosillo, Son., Mexico",RANGE_INTERPOLATED,EkVDam9uLiBTaW4gTm9tYnJlIDYsIFBhbG8gVmVyZGUgSW5kZXVyLCA4MzI4NCBIZXJtb3NpbGxvLCBTb24uLCBNZXhpY28iMBIuChQKEglvapc7voTOhhEV6uPNZEUDxBAGKhQKEgmPaOY4voTOhhHcRc6tKOB72A,street_address,2025-11-05T23:19:02.762431
SIN NOMBRE 50,29.1556528,-110.9799095,"Sin Nombre, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1fTV8iOHzoYRRYjnkvTCJiM,"political, sublocality, sublocality_level_1",2025-11-05T23:19:03.113788
SIN NOMBRE 62,29.1556528,-110.9799095,"Sin Nombre, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1fTV8iOHzoYRRYjnkvTCJiM,"political, sublocality, sublocality_level_1",2025-11-05T23:19:03.448902
SOL AGUILAR (EL TRIUNFO),29.0976828,-110.932158,"Blvd Francisco, Blvd. Fco. Eusebio Kino 1114, Pitic, 83150 Hermosillo, Son., Mexico",ROOFTOP,ChIJCytgW8OFzoYRiVFIwHaxXMk,"establishment, furniture_store, home_goods_store, point_of_interest, store",2025-11-05T23:19:03.815859
SOLEIL RESIDENCIAL,29.0553405,-110.9953214,"Cda. Monet 43, 83287 Hermosillo, Son., Mexico",ROOFTOP,ChIJi7qWkoCEzoYRg59H1GTfBmY,"establishment, point_of_interest",2025-11-05T23:19:04.167390
SOLIDARIDAD,29.1412998,-111.0072931,"Solidaridad, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ62PFkiuBzoYRAedPMntmzz4,"political, sublocality, sublocality_level_1",2025-11-05T23:19:04.516240
SONACER,29.1002548,-111.0080383,"Sonacer, Hermosillo, Son., Mexico",APPROXIMATE,ChIJZ32e3leBzoYRt3evX1BsKEs,"political, sublocality, sublocality_level_1",2025-11-05T23:19:04.857444
STANZA FLORENZA RESIDENCIAL,29.0510214,-110.9910081,"C. Minas Prietas, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJVUA93_-FzoYRhmYmOwym870,"establishment, point_of_interest",2025-11-05T23:19:05.208706
STANZA SOLARE,29.1093256,-111.0257624,"Blvd. Perimetral, 83177 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJQzBl8WiBzoYRi7dEK8p5Z0U,"establishment, point_of_interest",2025-11-05T23:19:05.569523
STAUS,29.0915074,-110.9957435,"Staus, Hermosillo, Son., Mexico",APPROXIMATE,ChIJh1xstQeEzoYRw_2IjQFkhiI,"political, sublocality, sublocality_level_1",2025-11-05T23:19:05.920715
TERRA BLANCA,29.0854649,-110.9978434,"Tierra Blanca, Montebello, 83249 Hermosillo, Son., Mexico",APPROXIMATE,ChIJcT33-gmEzoYRZFilyrsINWA,"neighborhood, political",2025-11-05T23:19:06.279352
TERRANOVA,29.0094844,-110.926075,"Terranova, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ7yAdkLiazoYRfjEDlwsh47w,"political, sublocality, sublocality_level_1",2025-11-05T23:19:06.621281
TERRAZAS DEL MIRADOR,29.125376,-110.9534027,"El Mirador, Terrazas del Mirador, 83145 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJP6Xg1JSHzoYRxGdhqKfasV0,"establishment, point_of_interest",2025-11-05T23:19:06.984389
TIERRA COLORADA,29.1252843,-110.9619396,"Av. 6 de Abril 121, Los Cuatro Olivos, 83100 Hermosillo, Son., Mexico",ROOFTOP,ChIJOyLFEgCHzoYRzbmSbe5-zLs,"establishment, point_of_interest",2025-11-05T23:19:07.357535
TIERRA NUEVA,29.1686614,-111.0135944,"P.º Tierra Nueva, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJGc1XPbmAzoYRGUaRiMLiAvU,route,2025-11-05T23:19:07.697029
TIERRA Y LIBERTAD,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T23:19:08.054211
TIRO AL BLANCO,29.0572273,-110.9484282,"Tiro al Blanco, 83280 Hermosillo, Son., Mexico",APPROXIMATE,ChIJIYuuXwKFzoYRqgBrXYatL4U,"political, sublocality, sublocality_level_1",2025-11-05T23:19:08.416020
TIROCAPES,29.052302,-110.9808409,"Tirocapes, Hermosillo, Son., Mexico",APPROXIMATE,ChIJdby3BIyEzoYRCyTPdBDAB7o,"political, sublocality, sublocality_level_1",2025-11-05T23:19:08.762668
TOPACIO RESIDENCIAL,29.10819619999999,-111.0320262,"Blvd. Perimetral, 83175 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJoRtyvW-BzoYReeJBXYr8XoE,"establishment, point_of_interest, real_estate_agency",2025-11-05T23:19:09.118417
TORRALBA RESIDENCIAL,29.1495905,-111.0073451,"Blvrd Agustín F. Zamora 50, Residencial Torralba, Zona Industrial, 83118 Hermosillo, Son., Mexico",ROOFTOP,ChIJgRsuhCaBzoYRSW_EFwlFsEo,"establishment, point_of_interest",2025-11-05T23:19:09.467761
TORRE DE PIEDRA,29.1550818,-111.034331,"83318 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJ_bxXy0-BzoYRNPHUBhUmmG0,"establishment, point_of_interest",2025-11-05T23:19:09.818913
TORRE DE PLATA,29.0190802,-110.9105108,"De La Plata, Parque Industrial, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJQyQoUK6azoYRrTnd6fK--Ac,route,2025-11-05T23:19:10.173900
TOSALI,29.0829535,-111.0078381,"Tosali, Villa de Parras, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJzc25ifGDzoYRajarJXKzCoU,route,2025-11-05T23:19:10.522005
TUBAC,29.1576207,-111.0113914,"Tubac, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1ZKuncWAzoYRMru0mGS4WoU,"political, sublocality, sublocality_level_1",2025-11-05T23:19:10.866618
TULIPANES RESIDENCIAL,29.05655119999999,-110.9954467,"San Timoteo, Seccion 562, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ_-dIfYCEzoYRPIG9NH9CGIo,"establishment, laundry, point_of_interest",2025-11-05T23:19:11.229814
TUMACACORI,29.1554185,-111.0121365,"Tumacacori, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ9XZLFcWAzoYRjTQ2DYGOdzE,"political, sublocality, sublocality_level_1",2025-11-05T23:19:11.588474
UNIDAD HABITACIONAL ZONA MILITAR,29.1409921,-111.0005968,"Unidad, 83116 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJx8Z8bSuBzoYRwmtiGywk2Js,route,2025-11-05T23:19:11.945613
UNION DE COLONOS,29.1208902,-110.9974201,"Unión de Colonos, Hermosillo, Son., Mexico",APPROXIMATE,ChIJQxKrOLWGzoYRQha1pQWCfEg,"political, sublocality, sublocality_level_1",2025-11-05T23:19:12.294406
UNION DE LADRILLEROS,29.1268567,-111.006548,"Unión de Ladrilleros, 83179 Hermosillo, Son., Mexico",APPROXIMATE,ChIJuarNMRSBzoYROLX9iHvNYc0,"political, sublocality, sublocality_level_1",2025-11-05T23:19:12.645988
UNIVERSIDAD,29.0749532,-110.9335149,"Universidad, 83067 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ20gpe6SFzoYRfXWaXmLU4Ik,route,2025-11-05T23:19:13.000567
URBI ALAMEDA LOS ENCINOS,29.0564831,-110.9321266,"Los Encinos II, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJd9yeAQ6FzoYRb617Y1RjBnA,route,2025-11-05T23:19:13.375171
URBI ALAMEDA LOS ENCINOS II,29.0564831,-110.9321266,"Los Encinos II, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJd9yeAQ6FzoYRb617Y1RjBnA,route,2025-11-05T23:19:13.732234
URBI ALAMEDA LOS FRESNOS RDCIAL,29.160383,-110.9810874,"Rtno. Arbol de Abetuna 8, 83107 Hermosillo, Son., Mexico",ROOFTOP,ChIJy7u7DaOHzoYRdLhrpl2fFnY,"establishment, point_of_interest",2025-11-05T23:19:14.105017
URBI VILLA DEL CEDRO,29.1659685,-110.9835463,"Alfilerillo 12, 83107 Hermosillo, Son., Mexico",ROOFTOP,ChIJqZsioDmHzoYR9xC-JIHPuQg,"establishment, point_of_interest",2025-11-05T23:19:14.466466
URBI VILLA DEL REY,29.04983709999999,-110.9397495,"Acceso Isabel II, Las Lomas, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJA1ii0BCFzoYRjQL2W8dZh-U,"establishment, point_of_interest",2025-11-05T23:19:14.803292
VALLADOLID,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T23:19:15.128066
VALLE BONITO,29.0756624,-110.9886648,"Valle Bonito, Hermosillo, Son., Mexico",APPROXIMATE,ChIJLTq-OnKEzoYRmjevDX09UZs,"political, sublocality, sublocality_level_1",2025-11-05T23:19:15.465560
VALLE DE AGUALURCA,28.9998237,-110.9171338,"Valle de Agualurca, 83297 Hermosillo, Son., Mexico",APPROXIMATE,ChIJr4ylC5eazoYRdS0eqV5B20U,"political, sublocality, sublocality_level_1",2025-11-05T23:19:15.812142
VALLE DE ARANDAS,29.0643025,-111.013791,"P.º Valle de Arandas, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJCbY_ZJqDzoYRacLYtIKoVes,route,2025-11-05T23:19:16.164114
VALLE DE LOS ALMENDROS,29.1240384,-110.9481721,"Los Tapiros 25, Los Sabinos, 83148 Hermosillo, Son., Mexico",ROOFTOP,ChIJ1arZpyiHzoYRMXqA7JtxrQA,"establishment, lodging, point_of_interest",2025-11-05T23:19:16.510480
VALLE DE MARQUEZ,29.0254493,-110.9432125,"Valle del Marquez, Hermosillo, Son., Mexico",APPROXIMATE,ChIJHxpxASyFzoYRvPRstWoEVC4,"political, sublocality, sublocality_level_1",2025-11-05T23:19:16.858054
VALLE DEL PORTAL,29.1365242,-111.0046852,"Valle del Portal, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJxwxlKiyBzoYR80MYylMt9so,"political, sublocality, sublocality_level_1",2025-11-05T23:19:17.210556
VALLE DEL SOL,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T23:19:17.562959
VALLE DORADO,29.0993893,-111.0134155,"Calle Prof. Ángel Arreola 115, Valle Dorado I Etapa, 83175 Hermosillo, Son., Mexico",ROOFTOP,ChIJ05iyjFiBzoYRQHtcF5jjq7M,"establishment, point_of_interest",2025-11-05T23:19:17.928239
VALLE ESCONDIDO,29.08412629999999,-110.9707818,"Valle Escondido, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ_aYbXj-EzoYRyqYQYhBMIa8,"political, sublocality, sublocality_level_1",2025-11-05T23:19:18.285654
VALLE GRANDE,29.084786,-110.9752525,"Valle Grande, Hermosillo, Son., Mexico",APPROXIMATE,ChIJM2y_YxWEzoYRN6qEM3OBaIE,"political, sublocality, sublocality_level_1",2025-11-05T23:19:18.644562
VALLE HERMOSO,29.0873871,-110.9678013,"Valle Hermoso, 83209 Hermosillo, Son., Mexico",APPROXIMATE,ChIJWZ97FjmEzoYRZNvlkGeKm8k,"political, sublocality, sublocality_level_1",2025-11-05T23:19:19.000015
VALLE VERDE,29.0891919,-110.9737622,"Valle Verde, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ70n99z2EzoYRX6tx9g5QBgc,"political, sublocality, sublocality_level_1",2025-11-05T23:19:19.359034
VELAS,29.1237214,-110.9723062,"Av. 6 de Abril, Ley 57, 83100 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqU9rLrmGzoYRwU6oL26Yo5E,"establishment, point_of_interest, store",2025-11-05T23:19:19.722174
VENTURA CLUB RESIDENCIAL,29.118416,-110.912912,"Blvd Ignacio Mendivil Tirado Esquina con, Blvd. Enrique Mazón López, 83165 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJZ_rpxg6GzoYRf0Cbfj8OSoY,"establishment, point_of_interest, real_estate_agency",2025-11-05T23:19:20.075440
VERDE CERRADA SAN ROSENDO,29.1643909,-111.025242,"Cda. San Rosendo, Fraccionamiento Villa Verde Secc V, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJdyJrIJWAzoYRsNzQty29FGg,route,2025-11-05T23:19:20.429799
VERONA RESIDENCIAL,29.054012,-110.9993313,"Boulevard San Pedro y San Pablo, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ6akOzn-DzoYR7b91FondKmE,"establishment, point_of_interest",2025-11-05T23:19:20.787323
VERSALLES,29.0816924,-111.0208941,"Versalles, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJAX7k8umDzoYRUm7XmhDH4Y8,route,2025-11-05T23:19:21.139685
VILLA CALIFORNIA,29.1503184,-110.9711543,"Villa California, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ0xSNKB6HzoYRmSF4LMv13VU,"political, sublocality, sublocality_level_1",2025-11-05T23:19:21.497910
VILLA COLONIAL,29.1465643,-110.9707818,"Villa Colonial, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ81mhGeGGzoYRkl-J15JT0qM,"political, sublocality, sublocality_level_1",2025-11-05T23:19:21.858200
VILLA DE PARRAS,29.0836051,-111.0080383,"Villa de Parras, Hermosillo, Son., Mexico",APPROXIMATE,ChIJyTdbnPGDzoYRR7PHro_Wvsg,"political, sublocality, sublocality_level_1",2025-11-05T23:19:22.207216
VILLA DE SERIS,29.0591228,-110.9581147,"Villa de Seris, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ41V41fuEzoYRRz2mzIBp-0A,"political, sublocality, sublocality_level_1",2025-11-05T23:19:22.557091
VILLA DEL PITIC,29.0762296,-110.9361339,"Villa del Pitic, Hermosillo, Son., Mexico",APPROXIMATE,ChIJK9diF6WFzoYR3NGIpEnwA6U,"political, sublocality, sublocality_level_1",2025-11-05T23:19:22.914351
VILLA DORADA,29.1526067,-110.9741348,"Villa Dorada, Hermosillo, Son., Mexico",APPROXIMATE,ChIJpfhFeB-HzoYRzIUkbo51qXE,"political, sublocality, sublocality_level_1",2025-11-05T23:19:23.258555
VILLA ESMERALDA,29.0352343,-110.9847828,"Esmeralda, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJmfz4Fb2EzoYRblyt2zwAtOE,route,2025-11-05T23:19:23.618786
VILLA FONTANA,29.1157199,-110.9958508,"Villa Fontana, Villafontana, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJc8WtA7OGzoYRXGqS9I0URsE,route,2025-11-05T23:19:23.962007
VILLA GUADALUPE,29.1427748,-110.9748799,"Villa Guadalupe, Hermosillo, Son., Mexico",APPROXIMATE,ChIJI7meX-eGzoYR83twUxhoc7I,"political, sublocality, sublocality_level_1",2025-11-05T23:19:24.309161
VILLA HERMOSA,29.03775,-110.9700366,"Villa Hermosa, 83280 Hermosillo, Son., Mexico",APPROXIMATE,ChIJM9gk0sOEzoYRdWZ1-hpirws,"political, sublocality, sublocality_level_1",2025-11-05T23:19:24.645680
VILLA LOURDES,29.0632925,-111.0136988,"Villa Lourdes Park, Valle de Lorca 33, Villa Bonita Residencial, 83288 Hermosillo, Son., Mexico",ROOFTOP,ChIJfVJEXbODzoYR6wgV9r5fCNc,"establishment, park, point_of_interest",2025-11-05T23:19:25.013900
VILLA MERCEDES,29.1107631,-111.0307651,"Villa Mercedes, 83175 Hermosillo, Son., Mexico",APPROXIMATE,ChIJEyqz8W6BzoYRfwK-zjYKL-c,"political, sublocality, sublocality_level_1",2025-11-05T23:19:25.359471
VILLA SATELITE,29.0879782,-110.9812135,"Villa Satelite, 83200 Hermosillo, Son., Mexico",APPROXIMATE,ChIJZTL-qxaEzoYRyR504dGsneU,"political, sublocality, sublocality_level_1",2025-11-05T23:19:25.719723
VILLA SAUCES RESIDENCIAL,29.126625,-111.0207057,"Villa Sauces, 83179 Hermosillo, Son., Mexico",APPROXIMATE,ChIJbbt9xz6BzoYRhPQhwW1a9tQ,"political, sublocality, sublocality_level_1",2025-11-05T23:19:26.081870
VILLA SOL,29.0610439,-110.9632741,"Villa del Sol, Las Villas, 83289 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJufOUjfeEzoYRhaTV89wKNpc,route,2025-11-05T23:19:26.439111
VILLA SONORA,29.1401138,-110.9678013,"Villa Sonora, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ7YX6CuaGzoYRD3wJIvMMX3Q,"political, sublocality, sublocality_level_1",2025-11-05T23:19:26.792018
VILLA SUREÑA,29.0457644,-110.9773016,"Villa Sureña, 83280 Hermosillo, Son., Mexico",APPROXIMATE,ChIJdWcRB5OEzoYRKZJ3sJHCC4Y,"political, sublocality, sublocality_level_1",2025-11-05T23:19:27.150800
VILLA TOSCANA,29.083365,-111.0340969,"Av Villa Toscana, Villas del Mediterraneo, La Manga, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJvy0D-M-DzoYRhUp3hutquo0,route,2025-11-05T23:19:27.501512
VILLA VENTURA,29.1527188,-110.9602745,"Ventura, Colinas del Sol, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJVWaPkQKHzoYR4RLEf8CvGbI,route,2025-11-05T23:19:27.860232
VILLA VERDE CERRADA SAN ADRIAN,29.1651928,-111.0222452,"Cda. San Adrián, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,Ej1DZGEuIFNhbiBBZHJpw6FuLCBWaWxsYSBWZXJkZSwgODMzMTggSGVybW9zaWxsbywgU29uLiwgTWV4aWNvIi4qLAoUChIJ21qAZZWAzoYR95vpHG4zWbcSFAoSCa0tQxi_gM6GEUPpvZGGqqAI,route,2025-11-05T23:19:28.245063
VILLA VERDE CERRADA SAN EFRAIN,29.1673939,-111.0188457,"Cda. San Efraín, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJe6wB8b6AzoYR7qlwwaxfCvI,route,2025-11-05T23:19:28.605420
VILLA VERDE CERRADA SAN FEDERICO,29.1665942,-111.0195066,"San Federico, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EjlTYW4gRmVkZXJpY28sIFZpbGxhIFZlcmRlLCA4MzMxOCBIZXJtb3NpbGxvLCBTb24uLCBNZXhpY28iLiosChQKEgmfCyC4v4DOhhE_irp0UuceKBIUChIJrS1DGL-AzoYRQ-m9kYaqoAg,route,2025-11-05T23:19:28.979098
VILLA VERDE CERRADA SAN JOEL,29.1676718,-111.024826,"San Joel, Fraccionamiento Villa Verde Secc IV, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ_1HgTJSAzoYREwi2t-snw48,route,2025-11-05T23:19:29.359103
VILLA VERDE CERRADA SAN JUDAS,29.1701174,-111.0213873,"San Judas, Fraccionamiento Villa Verde Secc II, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJWTRs5b2AzoYRtesJyGFHREQ,route,2025-11-05T23:19:29.733411
VILLA VERDE CERRADA SAN LUIS,29.1496524,-111.0143802,"Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJAetIv9uAzoYRIWF_Fw_2HGQ,route,2025-11-05T23:19:30.118411
VILLA VERDE CERRADA SAN NOE,29.1687306,-111.022311,"Cda. San Noé, Fraccionamiento Villa Verde Secc III, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJfZMZ7pWAzoYROyxOzu3N2xk,route,2025-11-05T23:19:30.502722
VILLA VERDE CERRADA SAN PEDRO,29.1654738,-111.0243799,"Cto. San Pedro, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EjtDdG8uIFNhbiBQZWRybywgVmlsbGEgVmVyZGUsIDgzMzE4IEhlcm1vc2lsbG8sIFNvbi4sIE1leGljbyIuKiwKFAoSCUOirByVgM6GEW6ieg24q0TOEhQKEgmtLUMYv4DOhhFD6b2RhqqgCA,route,2025-11-05T23:19:30.874679
VILLA VERDE CERRADA SAN RENE,29.1654401,-111.0188401,"Cda. San René, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJD1FWbb-AzoYRotddJI737vE,route,2025-11-05T23:19:31.243467
VILLA VERDE CERRADA SAN ROGELIO,29.1677117,-111.0164327,"C. San Rogelio, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJhwWHz76AzoYRuPhQc9GYoKM,route,2025-11-05T23:19:31.613170
VILLA VERDE CERRADA SAN VICENTE,29.1660803,-111.0226977,"San Vicente, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EjhTYW4gVmljZW50ZSwgVmlsbGEgVmVyZGUsIDgzMzE4IEhlcm1vc2lsbG8sIFNvbi4sIE1leGljbyIuKiwKFAoSCY-g-HOVgM6GEXWQyr-3D7f0EhQKEgmtLUMYv4DOhhFD6b2RhqqgCA,route,2025-11-05T23:19:31.997544
VILLA VERDE CERRADA SANTO NIÑO,29.1696557,-111.0248618,"Sto Niño, Fraccionamiento Villa Verde Secc III, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJtZfteJaAzoYREX6zkLh6_8E,route,2025-11-05T23:19:32.358993
VILLA VERDE CERRADA SANTO TOMAS,29.1691949,-111.018903,"Sto Tomás, Fraccionamiento Villa Verde Secc II, Villa Verde, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJIVT7db6AzoYR-1H2gZ1Pz10,route,2025-11-05T23:19:32.732902
VILLAS DEL CORTEZ,29.1460783,-110.9737622,"Villa del Cortes, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ5xdrKt6GzoYRz51S4aCNIgs,"political, sublocality, sublocality_level_1",2025-11-05T23:19:33.098574
VILLAS DEL CORTIJO,29.1425034,-110.9871745,"Villas del Cortijo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJV8kFQ9eGzoYRyiCGsa0K6vE,"political, sublocality, sublocality_level_1",2025-11-05T23:19:33.443439
VILLAS DEL MEDITERRANEO,29.0833884,-111.0348634,"Villas del Mediterraneo, La Manga, 83320 Hermosillo, Son., Mexico",APPROXIMATE,ChIJx-sS-8-DzoYRsVtrVxD4i7o,"neighborhood, political",2025-11-05T23:19:33.806622
VILLAS DEL PALMAR,29.150898,-110.978233,"Villa del Palmar, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJB_NP8iCHzoYRb1m6TN-JXF0,"political, sublocality, sublocality_level_1",2025-11-05T23:19:34.158878
VILLAS DEL PRADO,29.043897,-110.9961623,"San José de Moradillas, Las Minitas, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJjbbfOziFzoYRCI213GFEwOg,"establishment, point_of_interest",2025-11-05T23:19:34.533639
VILLAS DEL REAL,29.1465304,-111.0177251,"Villa del Real, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ5bydSdmAzoYRdBITB-r9qcQ,"political, sublocality, sublocality_level_1",2025-11-05T23:19:34.881451
VILLAS DEL SUR,29.0160448,-110.9797232,"Villas del Sur, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJmxFC40qbzoYRe1uYuL_FogA,"political, sublocality, sublocality_level_1",2025-11-05T23:19:35.243185
VILLAS MONTECARLO,29.0762623,-110.9828194,"Villa María, Villas del Sol, 83240 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJgd4wJ2yEzoYR7AQkplZo7h8,route,2025-11-05T23:19:35.614159
VILLAS RESIDENCIAL,29.1541584,-110.9752525,"Villas Residencial, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcYsh8SGHzoYReqs6yuLJLrs,"political, sublocality, sublocality_level_1",2025-11-05T23:19:36.092647
VIRREYES,29.12578499999999,-110.9961161,"Virreyes, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ86UL-sqGzoYRP1cZ8TIeid4,"political, sublocality, sublocality_level_1",2025-11-05T23:19:36.462570
VISTA BELLA,29.116188,-110.9890374,"Bella Vista, Hermosillo, Son., Mexico",APPROXIMATE,ChIJffWqSLCGzoYRV_T9KB4zeNw,"political, sublocality, sublocality_level_1",2025-11-05T23:19:36.832534
VISTA DEL LAGO,29.0763196,-110.9982607,"P.º Vista del Lago, Los Portales, 83247 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJB0RbfnWEzoYRSlHNRr6KTBE,route,2025-11-05T23:19:37.241230
VISTA REAL,28.9938175,-110.9424781,"Vista Real, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJn8G1LuSazoYRZI7h7e2QHPA,"political, sublocality, sublocality_level_1",2025-11-05T23:19:37.656408
