COLONIA,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
FRANCISCO ROMERO (INVACION ),29.039348,-110.9889223,"José María Romero & Francisco Badilla González, San JOSE DE LAS MINITAS, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EmpKb3PDqSBNYXLDrWEgUm9tZXJvICYgRnJhbmNpc2NvIEJhZGlsbGEgR29uesOhbGV6LCBTYW4gSk9TRSBERSBMQVMgTUlOSVRBUywgODMyODUgSGVybW9zaWxsbywgU29uLiwgTWV4aWNvImYiZAoUChIJF5DgrpmEzoYRz5EhhMmG0F8SFAoSCReQ4K6ZhM6GEc-RIYTJhtBfGhQKEgklgI3rmYTOhhHjMD3XizmeTRoUChIJSbxwZJmEzoYR4mJ9XUWliUQiCg2IDU8RFTlv2L0,intersection,2025-11-05T17:39:02.915379
FRANCISCO VILLA,29.0570021,-110.9659773,"Francisco Villa, Fovissste, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJP58K2vaEzoYRkIBHFWjOveo,route,2025-11-05T17:39:03.277461
FRESNO RESIDENCIAL,29.160383,-110.9810874,"Rtno. Arbol de Abetuna 8, 83107 Hermosillo, Son., Mexico",ROOFTOP,ChIJy7u7DaOHzoYRdLhrpl2fFnY,"establishment, point_of_interest",2025-11-05T17:39:03.644070
FRESNOS ALAMEDA,29.0745086,-110.9791368,"Los Fresnos, Fuentes del Mezquital, 83240 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDY6KPGmEzoYRXkm-X21x8Tc,route,2025-11-05T17:39:04.012460
FUENTE CIBELES,29.1551362,-111.0298066,"Fuente Cibeles, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJN-RJxe6AzoYRmozKzkXf_gk,route,2025-11-05T17:39:04.392973
FUENTE DANZANTE,29.1541217,-111.029337,"Fuente Danzante, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJh2MWAO-AzoYRPwiJPoCBEQQ,route,2025-11-05T17:39:04.762885
FUENTE DE PIEDRA,29.1531307,-111.0290135,"Fuente de Piedra, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ6cCnNe-AzoYRID5GtHOcWW8,route,2025-11-05T17:39:05.148033
FUENTES DE MEZQUITAL,29.0729556,-110.9797232,"Fuentes del Mezquital, 83240 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ96x24WiEzoYRaMb8VF4PYcc,"political, sublocality, sublocality_level_1",2025-11-05T17:39:05.518450
FUENTES DEL CENTENARIO,29.0741543,-110.9671954,"Fuentes del Centenario, El Centenario, 83260 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJk0c9v0SEzoYRkcJ6mqCkNHU,route,2025-11-05T17:39:05.894724
GABY PEREYRA,29.1009496,-110.9574108,"Av. Michoacan 98, Modelo, 83190 Hermosillo, Son., Mexico",ROOFTOP,ChIJw4T1NgCFzoYR1bw35AqQrtk,"establishment, point_of_interest, storage",2025-11-05T17:39:06.276080
GALA,29.0040354,-110.9189966,"Gala, 83297 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1VWYjL2azoYR6ppO6fi6lik,"political, sublocality, sublocality_level_1",2025-11-05T17:39:06.645564
GALA 3,28.9940061,-110.9213688,"Igualamo 31 Gala 3, 83296 Hermosillo, Son., Mexico",ROOFTOP,ChIJHzxjQQCbzoYRSP5GHqRRsug,"establishment, point_of_interest",2025-11-05T17:39:07.009408
GALA II,29.1285733,-111.0206473,"Av. Juan Pablo II, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRclODj2BzoYR2k00rXLvdQI,route,2025-11-05T17:39:07.362922
GALA RESIDENCIAL,29.0010163,-110.9204868,"Residencial Gala, 83297 Hermosillo, Son., Mexico",APPROXIMATE,ChIJEUkCCZaazoYRI-Z4ewblM6M,"political, sublocality, sublocality_level_1",2025-11-05T17:39:07.736897
GENOVA RESIDENCIAL,29.0629348,-110.9833735,"Av. de las Cosechas, Sin Asignación En Nombre de Asentamiento, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJxXwkp2OEzoYRZZYizkC7gsU,"establishment, point_of_interest",2025-11-05T17:39:08.096570
GIRASOLES,29.0258144,-110.9628648,"Los Girasoles, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJf7ioKM6EzoYRhgokrK9p7J0,"political, sublocality, sublocality_level_1",2025-11-05T17:39:08.479963
GUAYACAN,29.1261021,-110.9496804,"Guayacan, Los Sabinos, 83148 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJS6cm8WGGzoYRJbverjIGmJw,route,2025-11-05T17:39:08.847977
H. AYUNTAMIENTO,29.1181761,-110.9880128,"H. Ayuntamiento, Hermosillo, Son., Mexico",APPROXIMATE,ChIJZcbpv7CGzoYRZ2eJCguUiPE,"political, sublocality, sublocality_level_1",2025-11-05T17:39:09.216079
HACIENDA DE LA FLOR,29.0709313,-110.9409771,"Hacienda de la Flor, Hermosillo, Son., Mexico",APPROXIMATE,ChIJJdaiKamFzoYRUbK89oHohZw,"political, sublocality, sublocality_level_1",2025-11-05T17:39:09.594125
HACIENDA DEL SOL,29.1032647,-111.018284,"Hacienda del Sol, Hermosillo, Son., Mexico",APPROXIMATE,ChIJqTq2nV6BzoYRvn3TlLuJzT4,"political, sublocality, sublocality_level_1",2025-11-05T17:39:09.964982
HACIENDA EL ANGAR,29.0912301,-111.0416588,"Boulevard Jesús García Morales Calle colegio militar s/n, La Manga, 83150 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJf31PXZmDzoYRw-LF0HeywPg,"establishment, point_of_interest",2025-11-05T17:39:10.401732
HACIENDA LAS MINITAS,29.05291339999999,-110.9902715,"Cerro, Los Molinos 97, Las Minitas, 83285 Hermosillo, Son., Mexico",ROOFTOP,ChIJQwuhuuShXRQReSOwxzrMkmM,"establishment, point_of_interest",2025-11-05T17:39:10.789960
HACIENDA LAS PLACITAS,29.0587102,-111.0078989,"Av, Blvd. Camino del Seri 708, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJLaLPafehXRQRoo1roqn_H7U,"establishment, point_of_interest",2025-11-05T17:39:11.171892
HACIENDA LOS ALCATRACES,29.0266882,-110.9718994,"Hacienda Los Alcatraces, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJHQUZYsiEzoYRX4U2mFLWIEI,"political, sublocality, sublocality_level_1",2025-11-05T17:39:11.528004
HACIENDA LOS LIRIOS,28.97455,-111.0743198,"Hacienda Los TaPas, Rio Azul, Sección Esmeralda 1, 83323 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJbz0BNQCdzoYRhVrmkn1PevE,"campground, establishment, lodging, park, point_of_interest",2025-11-05T17:39:11.910631
HACIENDA LOS TESOROS,29.12335599999999,-111.016625,"Km 28 Carretera a Bahia de Kino, Hermosillo, Sonora, Dunas, 83000 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJp-OT1j6BzoYR6-BIlZ8_1Io,"establishment, point_of_interest",2025-11-05T17:39:12.293779
HACIENDA RESIDENCIAL,29.1279656,-110.913122,"P.º de las Haciendas, La Victoria Almacenes, 83166 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqa235AuHzoYRIB-CrUl22I4,"establishment, point_of_interest",2025-11-05T17:39:12.672167
HACIENDA RESIDENCIAL CONDOMINAL,29.1279656,-110.913122,"P.º de las Haciendas, La Victoria Almacenes, 83166 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqa235AuHzoYRIB-CrUl22I4,"establishment, point_of_interest",2025-11-05T17:39:13.030035
HACIENDA SAN MIGUEL,29.1877861,-110.8535887,"83300 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJ1c2F6LSJzoYRTBWgrMMJlFA,"establishment, point_of_interest",2025-11-05T17:39:13.411140
HACIENDAS,29.1469081,-110.9856843,"Hacienda, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJoyhS_yeHzoYRvDbjIE-tD2g,"political, sublocality, sublocality_level_1",2025-11-05T17:39:13.786273
HACIENDAS CAMPESTRE,29.0548636,-111.0246743,"Blvd Haciendas del Sur, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJi2MObqCDzoYR7WzoJya64P0,route,2025-11-05T17:39:14.170098
HACIENDAS DEL SUR,29.026782,-110.977125,"Haciendas del Sur, 83284 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJb1cUibeEzoYRp2ryBs2hnUg,route,2025-11-05T17:39:14.545111
HACIENDAS LOS FRESNOS,28.9957627,-110.9615715,"Av. Hacienda Los Fresnos, 83283 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJG5O6CRibzoYRHGxoy1m8KN8,route,2025-11-05T17:39:14.911166
HACIENDAS REAL DEL 14,28.96470619999999,-111.052002,"Haciendas Real del Catorce, 83310 Son., Mexico",APPROXIMATE,ChIJ0xFjDgGdzoYRXEY-Q52daYo,"political, sublocality, sublocality_level_1",2025-11-05T17:39:15.298653
HEBERTO CASTILLO,29.139142,-110.9737622,"Heberto Castillo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ69DbAOiGzoYRARuf-xuGgoU,"political, sublocality, sublocality_level_1",2025-11-05T17:39:15.672928
HECTOR FRANCISCO ROMERO,29.1080222,-110.98407,"Av. Roberto Romero, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJBSmT7J6GzoYRT7Q2RSviius,route,2025-11-05T17:39:16.053142
HERMOSA PROVINCIA,29.1489853,-110.9596169,"Hermosa, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EidIZXJtb3NhLCA4MzEwNiBIZXJtb3NpbGxvLCBTb24uLCBNZXhpY28iLiosChQKEgkHp9Vz_YbOhhHicyi326n45xIUChIJ5a7femiEzoYR-X-I6ZVTPbM,route,2025-11-05T17:39:16.438474
HERMOSILLO,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:39:16.789768
HOYO DE BONILLAS,29.1342859,-111.0023383,"Col, Real del Cardo, 83116 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJv2U2fzWBzoYR3ewpgAmHqEY,"establishment, point_of_interest",2025-11-05T17:39:17.319385
HUAREQUI,28.9966833,-110.9210386,"Cda. Huarequi, 83297 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqxGa_ZOazoYRQp39HxwMVjY,route,2025-11-05T17:39:17.749840
HUMBERTO GUTIERRES (LAS CUEVITAS),29.1365031,-111.0493769,"83173 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJ095WMgCBzoYReMqHePDEuQk,"establishment, point_of_interest, school, secondary_school",2025-11-05T17:39:18.154458
HUMBERTO GUTIERREZ,29.1365031,-111.0493769,"83173 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJ095WMgCBzoYReMqHePDEuQk,"establishment, point_of_interest, school, secondary_school",2025-11-05T17:39:18.505367
INALAMBRICA,29.0912252,-110.95953,"Inalámbrica, San Benito, 83190 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJXdoL2DCEzoYR2E0qzoQZTRI,route,2025-11-05T17:39:18.873816
INAVSION LAS COSECHAS,29.1299729,-111.0308669,"Cosecha Nte., Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJFV-xehqBzoYRXWinymhvYLM,route,2025-11-05T17:39:19.245080
INDECO CENTENARIO,29.075294,-110.9610952,"El Centenario, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ3VDpdUWEzoYRupyapkbnVic,"political, sublocality, sublocality_level_1",2025-11-05T17:39:19.611409
INN. TRES REYNAS,29.0253241,-110.9847329,"83284 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJ8YYuLwCFzoYRXbWYQCFbbJw,"establishment, point_of_interest",2025-11-05T17:39:19.998188
INSURGENTES,29.1386399,-110.9640757,"Insurgentes, Hermosillo, Son., Mexico",APPROXIMATE,ChIJX9_LHe-GzoYRhho5r4Zg4s0,"political, sublocality, sublocality_level_1",2025-11-05T17:39:20.368605
INTERNACIONAL,29.1121816,-111.0199605,"Internacional, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcRVlRkKBzoYREw5302VQXig,"political, sublocality, sublocality_level_1",2025-11-05T17:39:20.732370
INV 3 REYES,29.0755773,-110.947753,"Pda. Los Reyes 3, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJs3DweK2FzoYREKELlvZHnUM,"premise, street_address",2025-11-05T17:39:21.114868
INV COYOACAN,29.0855698,-111.0273399,"C. Coyoacan, La Encantada, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJAfDrzdyDzoYRb4E2r8KmFy0,route,2025-11-05T17:39:21.488997
INV LA COSECHA,29.0276187,-110.9460393,"Valle del Marquez, 83294 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJY8BRQCmFzoYR5siyRFdz4LA,"convenience_store, establishment, food, point_of_interest, store",2025-11-05T17:39:21.869160
INV. ADOLFO LOPEZ DE LA HUERTA,29.0882895,-110.9707818,"La Huerta, 83208 Hermosillo, Son., Mexico",APPROXIMATE,ChIJW4EzkD6EzoYRSlk6iMksBLs,"political, sublocality, sublocality_level_1",2025-11-05T17:39:22.255681
INV. MAQUENAS,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:39:22.611341
INV. NUEVO HORIZONTE,29.1516842,-110.9882922,"Nuevo Horizonte, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ0zIrxCiHzoYRFF_y7TRI_Hc,"political, sublocality, sublocality_level_1",2025-11-05T17:39:22.977219
INV. PLUTARCO ELIAS CALLE,29.0842727,-110.9377763,"Martin Mendoza, Coloso, 83040 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJB1-c5bmFzoYRt5P4ngEIMNM,"establishment, point_of_interest",2025-11-05T17:39:23.376063
INV. PROLONGACION RANCHITO,29.0819219,-110.9411407,"Ranchito, El Mariachi, 83040 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJkYykyLCFzoYRbnIkYH6tW7E,route,2025-11-05T17:39:23.774450
INV. TEPITO,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:39:24.136958
INV. TRES REINAS,29.1368864,-110.9688224,"Carr. Hermosillo Bahía Kino, La Manga, Insurgentes, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJbyu7I6iHzoYRjA7Dwi8x2bU,"establishment, food, point_of_interest, restaurant",2025-11-05T17:39:24.514318
INVACION ANTORCHA,29.1261024,-111.0429032,"José María Leyva, 83173 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqTyzXMqBzoYRV4Ht7rjcSac,"establishment, point_of_interest",2025-11-05T17:39:24.869259
INVACION INSURGENTES 4 ETAPA,29.1386399,-110.9640757,"Insurgentes, Hermosillo, Son., Mexico",APPROXIMATE,ChIJX9_LHe-GzoYRhho5r4Zg4s0,"political, sublocality, sublocality_level_1",2025-11-05T17:39:25.271200
INVACION LOS LIRIOS O TEPITO,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:39:25.635614
INVACION NUEVO SONORA,29.0733708,-110.9713046,"Av. Dr. Paliza 188, Las Granjas, 83250 Hermosillo, Son., Mexico",ROOFTOP,ChIJR-4q6EKEzoYRHafksxqfZng,"establishment, point_of_interest",2025-11-05T17:39:26.000413
INVACION SAMUEL RIO VARELA,29.1480494,-111.0015036,"C. Samuel Río Varela, Zona Industrial, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJCTB8qdWAzoYRlVzbU9lQ7zY,route,2025-11-05T17:39:26.383995
INVASION 3 REYES,29.0755773,-110.947753,"Pda. Los Reyes 3, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJs3DweK2FzoYREKELlvZHnUM,"premise, street_address",2025-11-05T17:39:26.722717
INVASION 3 REYNAS III,29.0204717,-110.9845207,"22F8+4R, 83284 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJ1aWNhXaFzoYRRHN_h-av6i8,"establishment, point_of_interest",2025-11-05T17:39:27.079820
INVASION ADOLFO DE LA HUERTA,29.028009,-110.9573696,"Adolfo de la Huerta, 83295 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ6w7dyNCEzoYR7f-rNgG4tf0,"political, sublocality, sublocality_level_1",2025-11-05T17:39:27.428818
INVASION ADOLFO LOPEZ MATEOS,29.0299053,-110.9670561,"Adolfo Lopez Mateos, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJoazRsMeEzoYRx1q2VPXgHM4,"political, sublocality, sublocality_level_1",2025-11-05T17:39:27.794782
INVASION ALCATRACES,29.1266558,-111.0123097,"Alcatraces, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ7SZJJTqBzoYR0bY3gavaZDE,route,2025-11-05T17:39:28.139413
INVASION ALTARES,29.0110802,-110.9461929,"Altares, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ71VDHNSazoYRVyorg5g5TAs,"political, sublocality, sublocality_level_1",2025-11-05T17:39:28.479449
INVASION ALTARES 3,29.1438951,-111.0255607,"Altar 3, Praderas del Real, 83318 Hermosillo, Son., Mexico",ROOFTOP,ChIJ96RMB-GAzoYRAU8BFyi5bWA,"premise, street_address",2025-11-05T17:39:28.841929
INVASION COLOSIO,29.1278533,-111.0259217,"Colosio, Hermosillo, Son., Mexico",APPROXIMATE,ChIJx7qZGxeBzoYRbJKwr9bXhN8,"political, sublocality, sublocality_level_1",2025-11-05T17:39:29.194800
INVASION EL RANCHITO,29.0828271,-110.9275652,"El Ranchito, Hermosillo, Son., Mexico",APPROXIMATE,ChIJyzMO9peFzoYR-54uLMdZSQA,"political, sublocality, sublocality_level_1",2025-11-05T17:39:29.531549
INVASION GUAYACAN,29.1261021,-110.9496804,"Guayacan, Los Sabinos, 83148 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJS6cm8WGGzoYRJbverjIGmJw,route,2025-11-05T17:39:29.873303
INVASION LA ANTORCHA,29.1261024,-111.0429032,"José María Leyva, 83173 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqTyzXMqBzoYRV4Ht7rjcSac,"establishment, point_of_interest",2025-11-05T17:39:30.209871
INVASION LAS 3 REYNAS,29.1230645,-111.0139334,"Calle Prof. Ángel Arreola 548, Dunas, 83179 Hermosillo, Son., Mexico",ROOFTOP,ChIJO8Qm-ziBzoYRAigfxGO-h8g,"establishment, point_of_interest",2025-11-05T17:39:30.574763
INVASION LAS PEREDAS 2,29.02809019999999,-110.9794638,"Avenida planeta tierra 98, Las Peredas, 83284 Hermosillo, Son., Mexico",ROOFTOP,ChIJf0IIWwCFzoYRa6a4GIKA7JM,"establishment, point_of_interest",2025-11-05T17:39:30.943250
INVASION LAS PEREDAS 3,29.1244506,-110.9595562,"C. Tres, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJl9E00I2GzoYRic1gjkZ-O1s,route,2025-11-05T17:39:31.291567
INVASION MIGUEL VALENCIA,29.0990624,-110.9713551,"14 de Abril 184, San Benito, 83190 Hermosillo, Son., Mexico",ROOFTOP,ChIJF5wgzSOEzoYRkXRNZe3GKhQ,"establishment, lawyer, point_of_interest",2025-11-05T17:39:31.664537
INVASION NUVA ILUSION,29.0850172,-110.9526964,"Mariano Matamoros, Centro, 83000 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJI1yYUKWFzoYRt-a__qlwr34,"establishment, point_of_interest",2025-11-05T17:39:32.051060
INVASION PLUTARCO ELIAS CALLES,29.0842727,-110.9377763,"Martin Mendoza, Coloso, 83040 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJB1-c5bmFzoYRt5P4ngEIMNM,"establishment, point_of_interest",2025-11-05T17:39:32.403795
INVASION REALENGO,28.996371,-110.9501653,"C. 29, Luis Teran, 83296 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJHzAhfQCbzoYRYmYy9t1K0yI,"establishment, point_of_interest",2025-11-05T17:39:32.772767
INVASION SAN LUIS,29.1000559,-110.9283103,"San Luis, Hermosillo, Son., Mexico",APPROXIMATE,ChIJP6pZ8ueFzoYRA_Qnlnr2i8s,"political, sublocality, sublocality_level_1",2025-11-05T17:39:33.153945
INVASION VILLA BONITA,29.0619751,-111.0087834,"Villa Bonita, 83288 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJCaGCOoSDzoYR3XoVJnzlbtk,"political, sublocality, sublocality_level_1",2025-11-05T17:39:33.514004
INVASIÓN EL CHAPARRAL,29.1303731,-111.0147445,"El Chaparral, Hermosillo, Son., Mexico",APPROXIMATE,ChIJPxEtxjyBzoYR4Yf_jo6g_Fc,"political, sublocality, sublocality_level_1",2025-11-05T17:39:33.849556
INVASIÓN EL MIRADOR,29.1308698,-111.0210586,"Av. Tezal, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ2VIDrSKBzoYRqKUiIF21NCc,route,2025-11-05T17:39:34.193206
ISSSTE,29.0678887,-110.9578257,"Centro de Gobierno, Edificio Mexico, planta baja, Proyecto Rio Sonora Hermosillo XXI, 83270 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJdZOEwlaEzoYRnctqvP3K_s8,"establishment, local_government_office, point_of_interest",2025-11-05T17:39:34.558189
ISSSTE FEDERAL,29.1069944,-110.9517812,"Issste Federal, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1-SVwSqEzoYR5HOvN8WAthA,"political, sublocality, sublocality_level_1",2025-11-05T17:39:34.996592
ISSSTESON CENTENARIO,29.0746541,-110.9692915,"Isssteson Centenario, Hermosillo, Son., Mexico",APPROXIMATE,ChIJKcE_dEOEzoYR4kudaiJpOw8,"political, sublocality, sublocality_level_1",2025-11-05T17:39:35.353723
ISSSTESON COLEGIO LUX,29.0728586,-110.9696641,"Isssteson Colegio Lux, Hermosillo, Son., Mexico",APPROXIMATE,ChIJd0A0tVyEzoYR8zVJP_XYuW8,"political, sublocality, sublocality_level_1",2025-11-05T17:39:35.714888
ISSSTESON NORTE,29.11638,-110.9793507,"Isssteson Nte., 83139 Hermosillo, Son., Mexico",APPROXIMATE,ChIJYSeIwLyGzoYRWKBTipqK86E,"political, sublocality, sublocality_level_1",2025-11-05T17:39:36.066007
JACINTO LOPEZ,29.1389852,-110.9789781,"Jacinto Lopez, Hermosillo, Son., Mexico",APPROXIMATE,ChIJj7fpvNyGzoYRRlcLjaOjkuI,"political, sublocality, sublocality_level_1",2025-11-05T17:39:36.429346
JARDINES,29.1285451,-110.9834489,"Hab Jardines, Hermosillo, Son., Mexico",APPROXIMATE,ChIJn1-EqseGzoYRDIb-qtIIh0g,"political, sublocality, sublocality_level_1",2025-11-05T17:39:36.778367
JARDINES DE MONACO,29.0677245,-110.9756251,"Jardines de Monaco, Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJuZegbWeEzoYRrBNSQZgB7Eg,"political, sublocality, sublocality_level_1",2025-11-05T17:39:37.145573
JEREZ DEL VALLE,29.1006693,-111.0139994,"Jerez del Valle, 83175 Hermosillo, Son., Mexico",APPROXIMATE,ChIJH9so81iBzoYRXt46Ax6X-K4,"political, sublocality, sublocality_level_1",2025-11-05T17:39:37.499186
JESÚS GARCIA,29.11546969999999,-110.9700366,"Jesus Garcia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJfwg4yoSGzoYR2VR1oBiNEro,"political, sublocality, sublocality_level_1",2025-11-05T17:39:37.860516
JORGE VALDEZ JIULLERAT,29.0985005,-111.0157343,"C. Lázaro Mercado 67, Valle Dorado I Etapa, 83175 Hermosillo, Son., Mexico",ROOFTOP,ChIJhe-OliSBzoYRR9X2dwsU1rw,"establishment, food, grocery_or_supermarket, point_of_interest, store",2025-11-05T17:39:38.235332
JORGE VALDEZ MUÑOZ,29.1430305,-111.0285297,"Jorge Valdez Muñoz, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJTZ9cKOKAzoYR0DqBx1aIFXQ,"political, sublocality, sublocality_level_1",2025-11-05T17:39:38.595873
JOSE LOPEZ PORTILLO,29.1248231,-110.9705901,"Blvrd José López Portillo, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJoQgtZ5SGzoYRmkDW5U3xA7Q,route,2025-11-05T17:39:38.959532
JOYAS DEL BACHOCO,29.1598861,-110.9596144,"525R+X5, 83106 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJMYMVdQCHzoYR0rxVjeYHvtg,"establishment, point_of_interest",2025-11-05T17:39:39.316146
KINO,29.0975077,-110.9410458,"Blvd. Fco. Eusebio Kino, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJB36jvc-FzoYR5lF7vFbNisg,route,2025-11-05T17:39:39.667819
KINO NUEVO,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:39:40.022756
KINO VIEJO,29.1480168,-110.9781537,"C. Kino Viejo, Villa Colonial Etapa III, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJk3fZBd-GzoYRPOPCyuHz2gY,route,2025-11-05T17:39:40.368077
L LA ANTORCHA,29.1261024,-111.0429032,"José María Leyva, 83173 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqTyzXMqBzoYRV4Ht7rjcSac,"establishment, point_of_interest",2025-11-05T17:39:40.715082
LA ALAMEDA,29.076597,-110.947332,"Pbro. Pedro Villegas Ramírez 4, Col del Razo, 83070 Hermosillo, Son., Mexico",ROOFTOP,ChIJqz8pfbKFzoYRuRy7_qyLjQM,"establishment, food, point_of_interest, restaurant",2025-11-05T17:39:41.072704
LA ANTORCHA 2,29.1261024,-111.0429032,"José María Leyva, 83173 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqTyzXMqBzoYRV4Ht7rjcSac,"establishment, point_of_interest",2025-11-05T17:39:41.422374
LA CAMPANA,29.0688152,-110.9452165,"Blvr. P.º Río Sonora Nte. 194, Proyecto Rio Sonora Hermosillo XXI, 83270 Hermosillo, Son., Mexico",ROOFTOP,ChIJV9SylKGFzoYRKkXWfhxd25Y,"bar, establishment, food, point_of_interest, restaurant",2025-11-05T17:39:41.794837
LA CAMPINA SECC GIRASOLES,29.1375964,-111.0267185,"Blvd. Los Girasoles, 83116 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJV4Xm8x6BzoYR8IOh3TVJKVk,route,2025-11-05T17:39:42.170346
LA CAMPIÑA,29.1338091,-111.0255491,"La Campiña, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJUWGRFhmBzoYRKZxHMX_4Z8Q,"political, sublocality, sublocality_level_1",2025-11-05T17:39:42.503694
LA CARIDAD,29.1224882,-111.0000596,"83120 La Caridad, Son., Mexico",APPROXIMATE,ChIJp6WxmUqBzoYRMXxKqQennok,"locality, political",2025-11-05T17:39:42.858204
